ParticleType,Energy
pi-,1580.91
2pi-,1579.8
2pi-,1579.8
pi-,372.169
pi-,372.169
2pi-,370.792
2pi-,370.792
pi-,90.8948
pi-,90.8948
pi-,90.8948
2mu-,47.3229
2mu-,47.3229
2mu-,47.3229
pi+,170.452
pi+,170.452
pi+,170.452
2mu+,146.789
2mu+,146.789
2mu+,146.789
pi-,76.3643
pi-,76.3643
pi-,76.3643
2mu-,49.4061
2mu-,49.4061
2mu-,49.4061
pi+,340.942
pi+,340.942
2pi+,339.794
2pi+,339.794
pi-,591.573
pi-,591.573
2pi-,590.666
2pi-,590.666
pi+,239.572
pi+,239.572
pi+,239.572
2pi+,238.349
2pi+,238.349
2pi+,238.349
pi-,323.448
pi-,323.448
2pi-,321.872
2pi-,321.872
pi+,252.123
pi+,252.123
pi+,252.123
2pi+,251.192
2pi+,251.192
2pi+,251.192
pi+,919.773
pi+,919.773
2pi+,918.407
2pi+,918.407
pi+,781.304
pi+,781.304
2pi+,780.126
2pi+,780.126
pi-,775.253
pi-,775.253
2pi-,774.235
2pi-,774.235
pi-,442.129
pi-,442.129
2pi-,441.227
2pi-,441.227
pi-,234.273
pi-,234.273
2pi-,230.165
2pi-,230.165
pi+,425.383
pi+,425.383
2pi+,424.448
2pi+,424.448
pi-,272.214
pi-,272.214
2pi-,270.869
2pi-,270.869
pi-,407.59
pi-,407.59
2mu-,424.493
2mu-,424.493
pi+,384.312
pi+,384.312
2pi+,383.266
2pi+,383.266
pi-,337.163
pi-,337.163
pi-,337.163
2pi-,336.319
2pi-,336.319
2pi-,336.319
pi-,382.276
pi-,382.276
2pi-,381.174
2pi-,381.174
pi+,429.988
pi+,429.988
2pi+,428.885
2pi+,428.885
pi-,1091.66
pi-,1091.66
2pi-,1090.72
2pi-,1090.72
pi+,191.544
pi+,191.544
pi+,191.544
2pi+,190.537
2pi+,190.537
2pi+,190.537
mu+,164.704
mu+,164.704
mu+,164.704
2mu+,163.782
2mu+,163.782
2mu+,163.782
pi-,700.891
pi-,700.891
2pi-,699.782
2pi-,699.782
pi-,672.272
pi-,672.272
2pi-,671.137
2pi-,671.137
pi-,683.24
pi-,683.24
2pi-,682.322
2pi-,682.322
pi-,693.571
pi-,693.571
2pi-,692.566
2pi-,692.566
mu+,346.003
mu+,346.003
2mu+,341.293
2mu+,341.293
pi+,1428.29
pi+,1428.29
2pi+,1427.43
2pi+,1427.43
2mu+,57.8691
2mu+,57.8691
2mu+,57.8691
pi-,922.712
pi-,922.712
2pi-,921.804
2pi-,921.804
pi-,240.611
pi-,240.611
2mu-,129.487
2mu-,129.487
2mu-,129.487
pi+,427.926
pi+,427.926
pi+,427.926
2pi+,426.948
2pi+,426.948
2pi+,426.948
pi+,833.547
pi+,833.547
2pi+,832.396
2pi+,832.396
pi-,490.218
pi-,490.218
2mu-,480.738
2mu-,480.738
mu+,195.605
mu+,195.605
mu+,195.605
2mu+,194.432
2mu+,194.432
2mu+,194.432
pi+,291.815
pi+,291.815
pi+,291.815
2pi+,290.715
2pi+,290.715
2pi+,290.715
pi-,786.101
pi-,786.101
2pi-,774.066
2pi-,774.066
pi+,597.823
pi+,597.823
2pi+,596.763
2pi+,596.763
pi+,435.414
pi+,435.414
pi+,435.414
2pi+,434.478
2pi+,434.478
2pi+,434.478
pi-,360.408
pi-,360.408
2mu-,237.151
2mu-,237.151
2mu-,237.151
pi+,410.229
pi+,410.229
2pi+,409.129
2pi+,409.129
pi-,192.803
pi-,192.803
pi-,192.803
2pi-,191.028
2pi-,191.028
2pi-,191.028
pi-,571.283
pi-,571.283
2pi-,569.982
2pi-,569.982
pi+,310.766
pi+,310.766
pi+,310.766
2pi+,309.618
2pi+,309.618
2pi+,309.618
pi+,400.911
pi+,400.911
2pi+,399.783
2pi+,399.783
pi+,204.513
pi+,204.513
pi+,204.513
2pi+,203.406
2pi+,203.406
2pi+,203.406
pi-,305.878
pi-,305.878
2pi-,304.356
2pi-,304.356
pi-,484.572
pi-,484.572
2mu-,288.339
2mu-,288.339
2mu-,288.339
pi+,313.547
pi+,313.547
pi+,313.547
2pi+,312.597
2pi+,312.597
mu+,186.982
mu+,186.982
mu+,186.982
2mu+,185.94
2mu+,185.94
2mu+,185.94
pi-,259.993
pi-,259.993
pi-,259.993
2mu-,139.937
2mu-,139.937
2mu-,139.937
pi-,201.927
pi-,201.927
pi-,201.927
2mu-,101.549
2mu-,101.549
2mu-,101.549
pi+,861.399
pi+,861.399
2pi+,859.893
2pi+,859.893
pi+,201.294
pi+,201.294
pi+,201.294
2pi+,200.144
2pi+,200.144
2pi+,200.144
pi-,191.432
pi-,191.432
pi-,191.432
2mu-,118
2mu-,118
2mu-,118
pi-,565.804
pi-,565.804
2pi-,564.624
2pi-,564.624
pi-,364.187
pi-,364.187
2pi-,363.342
2pi-,363.342
pi-,276.688
pi-,276.688
2mu-,191.579
2mu-,191.579
2mu-,191.579
pi+,421.28
pi+,421.28
2pi+,420.029
2pi+,420.029
pi+,547.154
pi+,547.154
2pi+,545.997
2pi+,545.997
pi+,545.382
pi+,545.382
2pi+,544.155
2pi+,544.155
pi+,264.761
pi+,264.761
2pi+,261.313
2pi+,261.313
pi+,239.146
pi+,239.146
2pi+,237.631
2pi+,237.631
pi+,1738
pi+,1738
2pi+,1736.42
2pi+,1736.42
pi-,757.414
pi-,757.414
2pi-,756.465
2pi-,756.465
mu+,330.326
mu+,330.326
mu+,330.326
2mu+,329.364
2mu+,329.364
2mu+,329.364
pi-,158.903
pi-,158.903
pi-,158.903
2mu-,106.437
2mu-,106.437
2mu-,106.437
pi-,634.085
pi-,634.085
2pi-,633.167
2pi-,633.167
2mu+,448.777
2mu+,448.777
pi-,273.672
pi-,273.672
2mu-,294.609
2mu-,294.609
pi-,239.676
pi-,239.676
pi-,239.676
2pi-,238.242
2pi-,238.242
2pi-,238.242
pi-,508.857
pi-,508.857
2pi-,507.895
2pi-,507.895
pi-,273.858
pi-,273.858
pi-,273.858
2pi-,272.919
2pi-,272.919
2pi-,272.919
pi-,705.71
pi-,705.71
2pi-,704.796
2pi-,704.796
pi-,1392.84
pi-,1392.84
2pi-,1391.55
2pi-,1391.55
pi-,223.117
pi-,223.117
pi-,223.117
2mu-,239.565
2mu-,239.565
2mu-,239.565
pi+,403.885
pi+,403.885
2pi+,402.587
2pi+,402.587
pi-,678.179
pi-,678.179
2pi-,677.078
2pi-,677.078
pi+,451.261
pi+,451.261
2pi+,450.097
2pi+,450.097
pi-,322.866
pi-,322.866
2pi-,321.886
2pi-,321.886
pi-,308.026
pi-,308.026
2mu-,162.787
2mu-,162.787
2mu-,162.787
pi+,336.099
pi+,336.099
2mu+,234.349
2mu+,234.349
2mu+,234.349
pi-,323.394
pi-,323.394
2mu-,337.964
2mu-,337.964
pi+,759.479
pi+,759.479
2pi+,758.64
2pi+,758.64
pi-,287.951
pi-,287.951
pi-,287.951
2pi-,287.007
2pi-,287.007
2pi-,287.007
pi-,695.64
pi-,695.64
2pi-,693.83
2pi-,693.83
pi+,235.884
pi+,235.884
2mu+,140.584
2mu+,140.584
2mu+,140.584
pi+,359.762
pi+,359.762
2pi+,358.66
2pi+,358.66
2mu+,273.958
2mu+,273.958
2mu+,273.958
pi+,410.249
pi+,410.249
2pi+,409.278
2pi+,409.278
pi-,278.402
pi-,278.402
2pi-,277.088
2pi-,277.088
pi-,549.133
pi-,549.133
2pi-,548.144
2pi-,548.144
pi+,1015.24
pi+,1015.24
2pi+,1014.28
2pi+,1014.28
pi-,18.2548
pi-,18.2548
pi-,18.2548
2pi-,14.3527
2pi-,14.3527
2pi-,14.3527
pi-,233.098
pi-,233.098
pi-,233.098
2pi-,231.646
2pi-,231.646
2pi-,231.646
pi-,355.395
pi-,355.395
2pi-,354.096
2pi-,354.096
pi+,594.985
pi+,594.985
2pi+,591.906
2pi+,591.906
pi+,390.21
pi+,390.21
2pi+,389.16
2pi+,389.16
pi-,369.456
pi-,369.456
2pi-,367.951
2pi-,367.951
pi+,970.355
pi+,970.355
2pi+,969.457
2pi+,969.457
pi-,971.065
pi-,971.065
2pi-,969.836
2pi-,969.836
pi-,242.805
pi-,242.805
pi-,242.805
2pi-,241.429
2pi-,241.429
2pi-,241.429
pi-,589.988
pi-,589.988
2mu-,492.76
2mu-,492.76
2mu-,492.76
pi-,841.86
pi-,841.86
2pi-,840.677
2pi-,840.677
pi+,1250.79
pi+,1250.79
2pi+,1249.77
2pi+,1249.77
pi-,525.979
pi-,525.979
2mu-,343.458
2mu-,343.458
pi-,308.922
pi-,308.922
pi-,308.922
2pi-,307.776
2pi-,307.776
2pi-,307.776
mu+,87.8534
mu+,87.8534
mu+,87.8534
2mu+,85.2937
2mu+,85.2937
2mu+,85.2937
pi+,337.257
pi+,337.257
2pi+,335.912
2pi+,335.912
pi+,58.6631
pi+,58.6631
pi+,58.6631
2pi+,55.0552
2pi+,55.0552
2pi+,55.0552
pi-,204.723
pi-,204.723
pi-,204.723
2pi-,203.346
2pi-,203.346
2pi-,203.346
mu+,254.261
mu+,254.261
mu+,254.261
2mu+,251.321
2mu+,251.321
2mu+,251.321
pi+,716.991
pi+,716.991
2pi+,715.919
2pi+,715.919
pi-,434.148
pi-,434.148
2pi-,431.709
2pi-,431.709
pi+,462.184
pi+,462.184
2pi+,461.156
2pi+,461.156
pi+,310.763
pi+,310.763
pi+,310.763
2pi+,309.81
2pi+,309.81
2pi+,309.81
pi+,527.3
pi+,527.3
2pi+,526.376
2pi+,526.376
pi-,257.12
pi-,257.12
pi-,257.12
2pi-,254.969
2pi-,254.969
pi+,848.007
pi+,848.007
2pi+,846.62
2pi+,846.62
pi+,488.909
pi+,488.909
2pi+,487.207
2pi+,487.207
pi-,292.798
pi-,292.798
pi-,292.798
2pi-,291.836
2pi-,291.836
2pi-,291.836
pi-,345.623
pi-,345.623
2pi-,344.114
2pi-,344.114
pi-,1353.54
pi-,1353.54
2pi-,1352.67
2pi-,1352.67
pi+,330.829
pi+,330.829
2mu+,301.018
2mu+,301.018
pi+,722.401
pi+,722.401
2pi+,721.405
2pi+,721.405
pi-,733.085
pi-,733.085
2pi-,732.035
2pi-,732.035
pi+,496.939
pi+,496.939
2mu+,482.285
2mu+,482.285
pi-,1139.05
pi-,1139.05
2pi-,1138.17
2pi-,1138.17
pi-,411.956
pi-,411.956
2pi-,410.848
2pi-,410.848
pi+,69.7906
pi+,69.7906
pi+,69.7906
2mu+,27.3539
2mu+,27.3539
2mu+,27.3539
pi-,1587.61
pi-,1587.61
2pi-,1586.67
2pi-,1586.67
pi-,187.158
pi-,187.158
pi-,187.158
2pi-,185.728
2pi-,185.728
2pi-,185.728
pi+,906.521
pi+,906.521
2pi+,905.274
2pi+,905.274
pi-,423.662
pi-,423.662
2pi-,421.902
2pi-,421.902
mu+,103.732
mu+,103.732
mu+,103.732
2mu+,100.489
2mu+,100.489
2mu+,100.489
pi-,243.8
pi-,243.8
pi-,243.8
2pi-,242.594
2pi-,242.594
2pi-,242.594
pi+,63.4047
pi+,63.4047
pi+,63.4047
2mu+,26.9272
2mu+,26.9272
2mu+,26.9272
pi-,189.188
pi-,189.188
pi-,189.188
2pi-,188.092
2pi-,188.092
2pi-,188.092
pi-,510.101
pi-,510.101
2pi-,508.827
2pi-,508.827
pi+,502.547
pi+,502.547
2pi+,501.59
2pi+,501.59
pi-,949.447
pi-,949.447
mu+,168.488
mu+,168.488
mu+,168.488
2mu+,166.837
2mu+,166.837
2mu+,166.837
mu+,429.48
mu+,429.48
2mu+,427.545
2mu+,427.545
pi+,827.205
pi+,827.205
2pi+,825.812
2pi+,825.812
pi-,120.119
pi-,120.119
pi-,120.119
2pi-,118.819
2pi-,118.819
2pi-,118.819
pi+,525.367
pi+,525.367
2pi+,523.968
2pi+,523.968
pi-,258.008
pi-,258.008
2pi-,256.422
2pi-,256.422
pi-,1309.83
pi-,1309.83
2pi-,1308.88
2pi-,1308.88
pi+,186.455
pi+,186.455
pi+,186.455
2pi+,185.063
2pi+,185.063
2pi+,185.063
pi+,330.557
pi+,330.557
pi+,330.557
2pi+,329.691
2pi+,329.691
2pi+,329.691
pi-,297.167
pi-,297.167
2pi-,295.31
2pi-,295.31
pi+,577.159
pi+,577.159
2pi+,576.157
2pi+,576.157
pi+,1150.49
pi+,1150.49
2pi+,1149.05
2pi+,1149.05
pi-,215.338
pi-,215.338
pi-,215.338
2mu-,117.478
2mu-,117.478
2mu-,117.478
pi-,284.913
pi-,284.913
pi-,284.913
2pi-,283.863
2pi-,283.863
2pi-,283.863
pi-,178.237
pi-,178.237
pi-,178.237
2pi-,177.298
2pi-,177.298
2pi-,177.298
pi+,837.209
pi+,837.209
2pi+,836.153
2pi+,836.153
pi+,337.153
pi+,337.153
pi+,337.153
2pi+,336.064
2pi+,336.064
pi-,69.0927
pi-,69.0927
pi-,69.0927
2mu-,85.4268
2mu-,85.4268
2mu-,85.4268
pi-,216.233
pi-,216.233
pi-,216.233
2pi-,214.756
2pi-,214.756
2pi-,214.756
pi-,112.176
pi-,112.176
pi-,112.176
2mu-,89.7712
2mu-,89.7712
2mu-,89.7712
pi+,895.533
pi+,895.533
2pi+,894.528
2pi+,894.528
pi-,922.615
pi-,922.615
2pi-,921.631
2pi-,921.631
pi+,672.106
pi+,672.106
2pi+,671.269
2pi+,671.269
pi+,360.082
pi+,360.082
2pi+,358.001
2pi+,358.001
pi-,383.869
pi-,383.869
2pi-,382.035
2pi-,382.035
pi-,288.814
pi-,288.814
pi-,288.814
2mu-,205.015
2mu-,205.015
2mu-,205.015
pi-,162.457
pi-,162.457
pi-,162.457
2pi-,159.408
2pi-,159.408
2pi-,159.408
pi-,426.118
pi-,426.118
2pi-,425.28
2pi-,425.28
pi+,580.848
pi+,580.848
2pi+,579.583
2pi+,579.583
pi-,359.016
pi-,359.016
2pi-,357.49
2pi-,357.49
pi+,264.769
pi+,264.769
2pi+,263.478
2pi+,263.478
pi-,360.803
pi-,360.803
pi-,360.803
2pi-,359.826
2pi-,359.826
2pi-,359.826
pi-,365.939
pi-,365.939
2mu-,349.552
2mu-,349.552
pi+,330.87
pi+,330.87
2pi+,329.802
2pi+,329.802
pi-,257.93
pi-,257.93
pi-,257.93
2pi-,256.791
2pi-,256.791
2pi-,256.791
pi+,86.1427
pi+,86.1427
pi+,86.1427
2pi+,84.5434
2pi+,84.5434
2pi+,84.5434
mu+,196.784
mu+,196.784
mu+,196.784
2mu+,195.646
2mu+,195.646
2mu+,195.646
pi-,1027.75
pi-,1027.75
2pi-,1026.11
2pi-,1026.11
pi-,389.935
pi-,389.935
2pi-,389.037
2pi-,389.037
pi-,467.916
pi-,467.916
2pi-,465.323
2pi-,465.323
pi+,283.15
pi+,283.15
2pi+,281.621
2pi+,281.621
pi+,705.342
pi+,705.342
2pi+,702.574
2pi+,702.574
pi-,115.988
pi-,115.988
pi-,115.988
2mu-,73.9712
2mu-,73.9712
2mu-,73.9712
pi+,378.214
pi+,378.214
2mu+,325.709
2mu+,325.709
pi-,390.003
pi-,390.003
2pi-,388.738
2pi-,388.738
pi-,1344.61
pi-,1344.61
2pi-,1342.6
2pi-,1342.6
pi+,430.831
pi+,430.831
2pi+,429.684
2pi+,429.684
pi+,251.864
pi+,251.864
pi+,251.864
2pi+,250.685
2pi+,250.685
2pi+,250.685
pi-,200.969
pi-,200.969
pi-,200.969
2pi-,199.894
2pi-,199.894
2pi-,199.894
pi+,481.394
pi+,481.394
2pi+,480.355
2pi+,480.355
pi-,522.794
pi-,522.794
2pi-,521.479
2pi-,521.479
pi-,331.869
pi-,331.869
2mu-,270.081
2mu-,270.081
2mu-,270.081
pi+,309.806
pi+,309.806
2pi+,308.542
2pi+,308.542
pi+,590.013
pi+,590.013
pi+,144.925
pi+,144.925
pi+,144.925
mu-,54.9974
mu-,54.9974
mu-,54.9974
2mu-,52.8621
2mu-,52.8621
2mu-,52.8621
pi+,393.51
pi+,393.51
2pi+,392.465
2pi+,392.465
pi+,203.737
pi+,203.737
pi+,203.737
2pi+,202.777
2pi+,202.777
2pi+,202.777
pi-,660.254
pi-,660.254
2pi-,659.082
2pi-,659.082
2pi-,77.5489
2pi-,77.5489
2pi-,77.5489
pi-,76.2386
pi-,76.2386
pi-,76.2386
2mu+,99.4981
2mu+,99.4981
2mu+,99.4981
mu+,95.8337
mu+,95.8337
mu+,95.8337
pi+,899.966
pi+,899.966
2pi+,898.497
2pi+,898.497
pi+,692.238
pi+,692.238
2mu+,523.15
2mu+,523.15
pi-,389.361
pi-,389.361
pi-,389.361
2mu-,384.616
2mu-,384.616
2mu-,384.616
pi-,112.477
pi-,112.477
pi-,112.477
2mu-,112.687
2mu-,112.687
2mu-,112.687
pi+,232.544
pi+,232.544
2pi+,231.192
2pi+,231.192
pi+,357.332
pi+,357.332
2pi+,354.389
2pi+,354.389
pi+,224.859
pi+,224.859
pi+,224.859
2pi+,223.827
2pi+,223.827
2pi+,223.827
pi+,818.9
pi+,818.9
2pi+,817.967
2pi+,817.967
pi-,255.554
pi-,255.554
pi-,255.554
2pi-,254.144
2pi-,254.144
pi+,666.549
pi+,666.549
2pi+,664.591
2pi+,664.591
mu+,130.654
mu+,130.654
mu+,130.654
2mu+,129.042
2mu+,129.042
2mu+,129.042
pi+,547.487
pi+,547.487
2mu+,448.704
2mu+,448.704
pi-,109.844
pi-,109.844
pi-,109.844
2pi-,108.409
2pi-,108.409
2pi-,108.409
pi+,549.922
pi+,549.922
2pi+,548.836
2pi+,548.836
pi-,263.136
pi-,263.136
pi-,263.136
2pi-,261.534
2pi-,261.534
2pi-,261.534
pi-,904.462
pi-,904.462
2pi-,903.541
2pi-,903.541
pi-,582.487
pi-,582.487
2pi-,581.372
2pi-,581.372
pi-,435.625
pi-,435.625
2pi-,434.59
2pi-,434.59
pi-,632.252
pi-,632.252
2pi-,630.986
2pi-,630.986
pi-,1163.93
pi-,1163.93
2pi-,1162.87
2pi-,1162.87
pi-,534.059
pi-,534.059
2pi-,533.01
2pi-,533.01
pi+,694.503
pi+,694.503
2pi+,693.269
2pi+,693.269
pi-,204.975
pi-,204.975
pi-,204.975
2pi-,203.464
2pi-,203.464
pi-,264.893
pi-,264.893
pi-,264.893
2pi-,263.962
2pi-,263.962
2pi-,263.962
pi-,761.483
pi-,761.483
2pi-,760.587
2pi-,760.587
pi-,89.2947
pi-,89.2947
pi-,89.2947
2pi-,87.1462
2pi-,87.1462
2pi-,87.1462
pi-,445.328
pi-,445.328
2pi-,434.865
2pi-,434.865
pi+,1318.36
pi+,1318.36
2pi+,1317.44
2pi+,1317.44
pi+,249.438
pi+,249.438
2pi+,248.095
2pi+,248.095
pi+,483.861
pi+,483.861
2pi+,482.648
2pi+,482.648
pi+,415.3
pi+,415.3
2pi+,414.029
2pi+,414.029
pi+,399.648
pi+,399.648
2pi+,398.173
2pi+,398.173
pi+,238.609
pi+,238.609
2mu+,214.603
2mu+,214.603
pi-,357.698
pi-,357.698
2pi-,356.762
2pi-,356.762
pi+,358.356
pi+,358.356
2pi+,356.678
2pi+,356.678
pi-,208.115
pi-,208.115
pi-,208.115
2mu-,114.953
2mu-,114.953
2mu-,114.953
pi+,475.208
pi+,475.208
2pi+,472.337
2pi+,472.337
pi-,348.363
pi-,348.363
2pi-,346.895
2pi-,346.895
pi+,353.896
pi+,353.896
2pi+,352.823
2pi+,352.823
pi-,1030.56
pi-,1030.56
2pi-,1029.47
2pi-,1029.47
pi+,265.296
pi+,265.296
pi+,265.296
2pi+,264.243
2pi+,264.243
2pi+,264.243
pi-,512.556
pi-,512.556
2pi-,511.658
2pi-,511.658
pi-,280.193
pi-,280.193
2mu-,227.053
2mu-,227.053
2mu-,227.053
pi+,318.548
pi+,318.548
pi+,318.548
2mu+,334.703
2mu+,334.703
2mu+,334.703
pi-,161.429
pi-,161.429
pi-,161.429
2pi-,160.49
2pi-,160.49
2pi-,160.49
pi-,321.711
pi-,321.711
2pi-,320.741
2pi-,320.741
pi-,275.086
pi-,275.086
2pi-,273.536
2pi-,273.536
pi-,263.82
pi-,263.82
2mu-,226.678
2mu-,226.678
2mu-,226.678
mu-,52.3289
mu-,52.3289
mu-,52.3289
2mu-,44.3635
2mu-,44.3635
2mu-,44.3635
pi+,136.767
pi+,136.767
pi+,136.767
2pi+,133.319
2pi+,133.319
2pi+,133.319
pi+,299.119
pi+,299.119
2mu+,317.403
2mu+,317.403
pi-,2418.28
pi-,2418.28
2pi-,2417.38
2pi-,2417.38
pi-,726.011
pi-,726.011
2pi-,724.799
2pi-,724.799
pi+,176.308
pi+,176.308
pi+,176.308
2mu+,145.354
2mu+,145.354
2mu+,145.354
pi-,1188.7
pi-,1188.7
2pi-,1187.62
2pi-,1187.62
pi-,876.905
pi-,876.905
2pi-,875.953
2pi-,875.953
pi-,527.463
pi-,527.463
2pi-,526.399
2pi-,526.399
pi+,179.246
pi+,179.246
pi+,179.246
2pi+,178.214
2pi+,178.214
2pi+,178.214
pi+,267.582
pi+,267.582
2pi+,266.456
2pi+,266.456
pi-,444.748
pi-,444.748
2pi-,442.944
2pi-,442.944
pi-,915.582
pi-,915.582
2pi-,914.153
2pi-,914.153
pi+,315.092
pi+,315.092
pi+,315.092
2pi+,297.699
2pi+,297.699
pi+,463.086
pi+,463.086
2pi+,461.919
2pi+,461.919
pi-,273.223
pi-,273.223
pi-,273.223
2pi-,272.371
2pi-,272.371
2pi-,272.371
pi-,286.952
pi-,286.952
2pi-,284.97
2pi-,284.97
pi+,329.819
pi+,329.819
pi+,329.819
2pi+,328.98
2pi+,328.98
2pi+,328.98
pi-,405.9
pi-,405.9
2pi-,400.498
2pi-,400.498
pi-,481.853
pi-,481.853
2mu-,437.511
2mu-,437.511
pi-,266.518
pi-,266.518
pi-,266.518
2mu-,181.35
2mu-,181.35
2mu-,181.35
pi-,225.672
pi-,225.672
pi-,225.672
2pi-,224.416
2pi-,224.416
2pi-,224.416
pi+,266.086
pi+,266.086
pi+,266.086
2pi+,265.052
2pi+,265.052
pi-,298.486
pi-,298.486
2pi-,296.358
2pi-,296.358
pi-,504.112
pi-,504.112
2pi-,501.264
2pi-,501.264
pi-,329.677
pi-,329.677
pi-,329.677
2pi-,328.857
2pi-,328.857
2pi-,328.857
2mu-,13.4957
2mu-,13.4957
2mu-,13.4957
pi-,411.161
pi-,411.161
2pi-,410.208
2pi-,410.208
pi+,734.835
pi+,734.835
2pi+,731.503
2pi+,731.503
pi-,331.048
pi-,331.048
pi-,331.048
2pi-,329.739
2pi-,329.739
2pi-,329.739
pi+,749.74
pi+,749.74
2pi+,748.712
2pi+,748.712
pi-,384.207
pi-,384.207
2pi-,382.426
2pi-,382.426
pi+,422.179
pi+,422.179
2pi+,420.671
2pi+,420.671
pi-,544.537
pi-,544.537
2pi-,543.488
2pi-,543.488
pi+,269.681
pi+,269.681
pi+,269.681
2pi+,268.743
2pi+,268.743
2pi+,268.743
pi-,268.051
pi-,268.051
2pi-,266.781
2pi-,266.781
pi+,270.753
pi+,270.753
pi+,270.753
2pi+,269.777
2pi+,269.777
pi+,256.718
pi+,256.718
2mu+,154.27
2mu+,154.27
2mu+,154.27
pi+,520.882
pi+,520.882
2pi+,519.807
2pi+,519.807
pi+,2503.28
pi+,2503.28
2pi+,2502.12
2pi+,2502.12
pi+,265.752
pi+,265.752
2mu+,273.697
2mu+,273.697
pi-,249.379
pi-,249.379
2mu-,249.601
2mu-,249.601
pi-,590.447
pi-,590.447
2pi-,589.334
2pi-,589.334
mu-,120.428
mu-,120.428
mu-,120.428
2mu-,107.729
2mu-,107.729
pi+,202.079
pi+,202.079
2pi+,200.373
2pi+,200.373
pi+,482.786
pi+,482.786
2pi+,478.715
2pi+,478.715
pi+,252.493
pi+,252.493
2pi+,250.106
2pi+,250.106
pi+,303.291
pi+,303.291
pi+,303.291
2pi+,302.393
2pi+,302.393
2pi+,302.393
pi+,288.196
pi+,288.196
2pi+,287.145
2pi+,287.145
pi-,72.7588
pi-,72.7588
pi-,72.7588
2pi-,66.7469
2pi-,66.7469
2pi-,66.7469
pi-,185.802
pi-,185.802
pi-,185.802
2mu-,163.737
2mu-,163.737
2mu-,163.737
pi+,137.232
pi+,137.232
pi+,137.232
2pi+,135.203
2pi+,135.203
2pi+,135.203
pi-,301.47
pi-,301.47
2pi-,300.378
2pi-,300.378
pi+,425.567
pi+,425.567
2pi+,423.956
2pi+,423.956
pi-,495.506
pi-,495.506
2pi-,493.303
2pi-,493.303
pi+,106.928
pi+,106.928
pi+,106.928
2mu+,66.3526
2mu+,66.3526
2mu+,66.3526
pi+,357.877
pi+,357.877
2mu+,284.276
2mu+,284.276
pi-,463.163
pi-,463.163
2pi-,461.815
2pi-,461.815
pi+,214.088
pi+,214.088
pi+,214.088
2mu+,173.663
2mu+,173.663
2mu+,173.663
mu-,18.8006
mu-,18.8006
mu-,18.8006
2mu-,15.0034
2mu-,15.0034
2mu-,15.0034
pi+,265.877
pi+,265.877
2pi+,264.783
2pi+,264.783
pi+,257.373
pi+,257.373
pi+,257.373
2pi+,256.355
2pi+,256.355
2pi+,256.355
pi+,47.7003
pi+,47.7003
pi+,47.7003
2pi+,45.0759
2pi+,45.0759
2pi+,45.0759
pi-,338.867
pi-,338.867
2pi-,337.383
2pi-,337.383
pi+,1213.34
pi+,1213.34
2pi+,1212.24
2pi+,1212.24
pi+,618.759
pi+,618.759
2pi+,617.167
2pi+,617.167
pi-,458.436
pi-,458.436
2pi-,457.063
2pi-,457.063
pi-,226.038
pi-,226.038
2pi-,224.679
2pi-,224.679
pi-,320.562
pi-,320.562
pi-,320.562
2pi-,319.607
2pi-,319.607
2pi-,319.607
pi+,208.64
pi+,208.64
2mu+,199.185
2mu+,199.185
pi-,390.223
pi-,390.223
2pi-,388.92
2pi-,388.92
pi+,987.604
pi+,987.604
2pi+,986.501
2pi+,986.501
pi+,234.512
pi+,234.512
2mu+,141.981
2mu+,141.981
2mu+,141.981
pi-,251.373
pi-,251.373
pi-,251.373
2pi-,250.269
2pi-,250.269
2pi-,250.269
mu-,201.134
mu-,201.134
mu-,201.134
2mu-,199.692
2mu-,199.692
2mu-,199.692
pi+,89.6948
pi+,89.6948
pi+,89.6948
2mu+,85.3974
2mu+,85.3974
2mu+,85.3974
pi+,1192.31
pi+,1192.31
2pi+,1190.13
2pi+,1190.13
pi+,905.62
pi+,905.62
2pi+,904.425
2pi+,904.425
pi+,318.126
pi+,318.126
pi+,318.126
2mu+,284.537
2mu+,284.537
2mu+,284.537
pi-,254.919
pi-,254.919
2pi-,253.103
2pi-,253.103
pi+,272.952
pi+,272.952
2pi+,271.602
2pi+,271.602
pi+,183.328
pi+,183.328
2mu+,132.416
2mu+,132.416
2mu+,132.416
pi-,138.282
pi-,138.282
pi-,138.282
2pi-,133.853
2pi-,133.853
2pi-,133.853
pi+,467.699
pi+,467.699
2pi+,466.693
2pi+,466.693
pi+,451.86
pi+,451.86
2pi+,450.731
2pi+,450.731
pi+,591.294
pi+,591.294
2pi+,589.008
2pi+,589.008
pi+,156.052
pi+,156.052
pi+,156.052
2pi+,154.863
2pi+,154.863
2pi+,154.863
pi+,226.906
pi+,226.906
pi+,226.906
2pi+,225.428
2pi+,225.428
2pi+,225.428
pi+,1125.35
pi+,1125.35
2mu+,817.983
2mu+,817.983
pi-,208.877
pi-,208.877
2pi-,207.135
2pi-,207.135
pi+,159.365
pi+,159.365
pi+,159.365
2pi+,157.558
2pi+,157.558
2pi+,157.558
pi-,587.352
pi-,587.352
2pi-,586.347
2pi-,586.347
pi+,220.19
pi+,220.19
pi+,220.19
2mu+,114.882
2mu+,114.882
2mu+,114.882
pi-,386.795
pi-,386.795
pi-,386.795
2pi-,385.73
2pi-,385.73
2pi-,385.73
pi-,737.851
pi-,737.851
2mu-,699.575
2mu-,699.575
pi+,1425.23
