ParticleType	PosX_mm	PosY_mm	PosZ_mm
mu-	166.702	622.339	282655
mu-	791.265	923.826	295795
mu-	1063.29	414.228	309220
mu-	448.835	82.5006	322072
mu-	223.207	764.35	334699
mu-	858.636	907.797	347473
mu-	1024.35	331.85	360280
mu-	415.683	113.483	372824
mu-	186.756	648.049	385417
mu-	573.942	958.445	398170
mu-	896.858	844.704	411263
mu-	1007.14	681.609	424663
mu-	1028.57	543.056	438116
mu-	1016.4	456.892	451622
mu-	945.808	313.295	464779
mu-	817.483	203.679	477778
mu-	655.03	152.716	490649
mu-	451.426	179.239	503264
mu-	451.579	179.175	516351
mu-	368.319	227.331	529022
mu-	368.492	227.204	541826
mu-	417.895	195.19	554690
mu-	519.788	154.966	567588
mu-	772.727	183.102	580829
mu-	955.189	415.546	594093
mu-	901.182	693.792	607163
mu-	490.523	817.008	620557
mu-	300.675	313.135	634207
mu-	830.775	212.69	647783
mu-	927.514	633.153	660752
mu-	433.226	790.17	673902
mu-	385.441	210.475	687187
mu-	881.691	239.246	699902
mu-	803.238	765.609	712720
mu-	290.161	598.194	725340
mu-	541.102	126.956	737746
mu-	957.498	526.944	750315
mu-	391.13	714.736	762859
mu-	848.913	263.849	776178
mu-	525.212	794.788	788973
mu-	963.061	456.43	802709
mu-	347.997	540.489	815563
mu-	965.851	626.941	828363
mu-	499.423	286.919	841338
mu-	769.233	832.134	853898
mu-	969	443.981	867141
mu-	438.022	396.906	879763
mu-	859.124	788.238	891796
mu-	480.851	370.758	982897
mu-	616.228	307.695	1e+06
pi-	-6.93466	-8.00022	278.368
pi-	-9.98856	-9.16123	284.192
pi-	-10.5847	-9.54733	283.699
pi-	-11.0801	-9.96258	283.419
pi-	-11.4694	-10.3347	283.241
pi-	-11.8506	-10.5799	283.182
pi-	-12.0434	-10.8758	283.267
pi-	-12.202	-11.1184	283.265
pi-	-12.3182	-11.3059	283.271
pi-	-12.397	-11.4256	283.253
pi-	-12.4145	-11.4394	283.246
pi-	-12.4147	-11.4399	283.246
pi-	-12.4147	-11.4399	283.246
pi0	1.0978	-2.29724	253.071
pi+	-0.977405	-3.36046	262.093
pi+	-1.69501	-2.81909	262.865
pi+	-2.28689	-2.49419	263.479
pi+	-2.69622	-2.30681	264.06
pi+	-3.08983	-2.08074	264.444
pi+	-3.4453	-1.90955	264.72
pi+	-3.70567	-1.75599	264.941
pi+	-3.98435	-1.6707	264.997
pi+	-4.20084	-1.61899	265.038
pi+	-4.35245	-1.59627	265.088
pi+	-4.3894	-1.59587	265.109
pi+	-4.38938	-1.59668	265.11
pi+	-4.38938	-1.59668	265.11
pi+	-4.38938	-1.59668	265.11
mu+	-4.33864	-1.65187	265.208
mu+	-4.32256	-1.65465	265.212
mu+	-4.32228	-1.65451	265.212
mu+	-4.32228	-1.65451	265.212
pi0	-0.160186	-4.23084	261.151
pi+	-1.90974	-1.73687	129.06
pi+	-2.30178	-1.96807	129.022
pi+	-2.59318	-2.17256	128.99
pi+	-2.78968	-2.37962	129
pi+	-2.96284	-2.51692	129.006
pi+	-3.0681	-2.61323	128.956
pi+	-3.09043	-2.61358	128.949
pi+	-3.09101	-2.6137	128.948
pi+	-3.09101	-2.6137	128.948
mu+	-3.04714	-2.49915	128.964
mu+	-3.04301	-2.48957	128.962
mu+	-3.04287	-2.48948	128.962
mu+	-3.04287	-2.48948	128.962
pi-	3.28934	1.4203	144.007
pi-	25	9.03241	202.645
pi-	118.185	51.3524	515
pi-	121.053	52.9592	525
pi-	-890.768	228.244	92913.6
mu-	-773.201	110.493	107069
mu-	-578.128	-9.69016	121344
mu-	-490.888	-41.674	135136
mu-	-422.739	-60.2965	148779
mu-	-374.045	-70.2693	162302
mu-	-319.884	-77.3594	175775
mu-	-287.187	-79.5662	189129
mu-	-203.2	-79.6029	202574
mu-	-20.4262	-45.2563	216281
mu-	149.394	29.6645	229930
mu-	289.625	135.888	243487
mu-	421.783	302.98	257103
mu-	505.794	532.695	270763
mu-	517.875	751.307	284264
mu-	469.499	957.631	297670
mu-	361.145	1154.95	311042
mu-	162.738	1336.59	324493
mu-	-71.5705	1433.42	337824
mu-	-443.835	1421.02	351428
mu-	-172.617	33.3404	445148
mu-	-722.35	1715.49	528516
mu-	-614.901	1668.65	622322
mu-	167.77	2425.1	637755
mu-	-632.315	2778.36	651826
mu-	-859.448	1868.1	733371
mu-	-985.185	2211.64	753661
pi-	6.73805	25	174.597
pi-	208.639	1521.58	725.722
mu-	-268.821	2388.69	4415.56
mu-	-2723.74	271.629	5958.65
mu-	-146.288	2237.33	7639.02
mu-	-2811.69	421.417	9201.7
mu-	-69.4241	2115.23	10906.7
mu-	-2852.43	518.69	12483.6
mu-	-23.2493	2044	14139.3
mu-	-2872.66	598.991	15714.5
mu-	-10.5087	2011.52	17387.7
mu-	-2873.33	634.392	18954.4
mu-	-24.7006	2027.8	20655.1
mu-	-2850.33	606.357	22264.5
mu-	-69.0181	2087.15	23997.7
mu-	-2805.54	531.794	25622.5
mu-	-148.776	2192.96	27368.1
mu-	-2725.41	413.85	29009.9
mu-	-285.386	2338.04	30795.9
mu-	-2575.81	233.2	32446.2
mu-	-476.202	2499.5	34229.3
mu-	-2386.67	63.7478	35900.2
mu-	-722.456	2646.88	37693.5
mu-	-2120.6	-104.175	39348.7
mu-	-1033.27	2756.03	41127.4
mu-	-1800.19	-217.969	42796.7
mu-	-1398.38	2797.69	44590.1
mu-	-1364.19	-254.304	46297.5
mu-	-1810.27	2732.97	48132.9
mu-	-897.931	-162.867	49869
mu-	-2234.9	2533.63	51694.6
mu-	-441.904	111.864	53458.2
mu-	-2604.31	2183.54	55270.9
mu-	-83.2911	583.025	57080.1
mu-	-2852.95	1681.33	58893.3
mu-	69.6288	1211.43	60747.2
mu-	-2907.75	1110.3	62496.1
mu-	-73.7346	1881.24	64353.8
mu-	-2702.22	508.198	66086.5
mu-	-511.995	2422.76	67976.4
mu-	-2191.19	4.69772	69728.2
mu-	-1210.16	2716.79	71632.6
mu-	-1425.6	-186.91	73444.4
mu-	-2002.5	2620.1	75352.9
mu-	-580.591	95.5279	77157.3
mu-	-2625.63	2107.21	79017.5
mu-	-43.8852	850.949	80846.6
mu-	-2876.82	1327.84	82657.1
mu-	-90.2352	1800.45	84569.5
mu-	-2615.71	468.403	86402.5
mu-	-767.788	2546.08	88386.4
mu-	-1802.58	-93.5942	90242.1
mu-	-1764.66	2666.61	92242.2
mu-	-720.54	59.1983	94136
mu-	-2596.4	2103.81	96071
mu-	-42.6812	1001.11	97964.1
mu-	-2825.99	1125.32	99821.5
mu-	-288.461	2133.56	101759
mu-	-2292.39	186.862	103536
mu-	-1267.25	2693.83	105446
mu-	-1143.97	-80.0006	107220
mu-	-2325.23	2363.55	109085
mu-	-153.159	688.31	110878
mu-	-2810.6	1369.25	112646
mu-	-185.337	1955.85	114489
mu-	-2376.71	291.291	116193
mu-	-1190.17	2673.93	118014
mu-	-1168.28	-60.7777	119712
mu-	-2357.45	2321.79	121511
mu-	-128.69	820.529	123259
mu-	-2787.14	1166.92	125006
mu-	-366.018	2173.7	126806
mu-	-2088	97.8727	128469
mu-	-1617.56	2654.33	130233
mu-	-672.708	147.15	131866
mu-	-205.947	654.405	149265
mu-	-1885.74	2514.78	164248
mu-	-256.983	818.917	165841
mu-	-2585.21	889.841	167451
mu-	-1123.83	2554.92	169150
mu-	-811.546	231.313	170733
mu-	-2625.56	1527.36	172421
mu-	-553.196	2254.09	174109
mu-	-1390.62	108.683	175716
mu-	-2459.77	1974.08	177435
mu-	-276.836	1850.56	179121
mu-	-1836.7	205.478	180736
mu-	-2237.34	2254.79	182488
mu-	-201.677	1490.18	184175
mu-	-2104.03	353.763	185828
mu-	-2033.42	2398.66	187564
mu-	-220.331	1245.78	189262
mu-	-2231.57	458.222	190945
mu-	-1940.18	2429.46	192725
mu-	-238.543	1150.96	194384
mu-	-2268.85	496.001	195999
mu-	-1918.21	2431.88	197704
mu-	-257.209	1189.9	199363
mu-	-2169.63	441.556	201043
mu-	-2102.95	2299.05	202875
mu-	-267.459	1497.09	204558
mu-	-1897.94	277.36	206232
mu-	-2336.6	2063.83	208015
mu-	-414.932	1898.08	209745
mu-	-1841.51	258.707	226238
mu-	-1999.35	331.132	240658
mu-	-2446.18	1763.04	242423
mu-	-935.616	2226.04	244152
mu-	-702.357	528.148	245809
mu-	-2243.65	607.777	247581
mu-	-2300.18	1998.04	249458
mu-	-805.162	2175.93	251292
mu-	-753.096	555.512	253026
mu-	-2208.95	589.662	254842
mu-	-2381.96	1862.53	256750
mu-	-1075.65	2313.74	258632
mu-	-543.962	875.381	260417
mu-	-1868.12	386.063	262288
mu-	-2488.66	1396.84	264315
mu-	-1693.62	2332.72	266306
mu-	-495.113	1658.33	268241
mu-	-1078.13	396.09	270177
mu-	-2204.9	660.385	272253
mu-	-2406.07	1663.79	274364
mu-	-1525.59	2323.25	276452
mu-	-510.505	1584.61	278443
mu-	-1042.06	441.13	280404
mu-	-2084.63	555.844	282470
mu-	-2451.26	1409.93	284569
mu-	-1897.87	2216.93	286645
mu-	-775.56	2010.77	288606
mu-	-666.999	796.066	290509
mu-	-1658.13	376.916	292454
mu-	-2347.06	908.429	294455
mu-	-2347.97	1741.45	296481
mu-	-1597.84	2270.33	298491
mu-	-657.449	1816.47	300462
mu-	-758.308	743.43	302453
mu-	-1574.6	388.919	304518
mu-	-2210.24	713.715	306658
mu-	-2436.43	1343.7	308781
mu-	-2166.04	1982.56	310936
mu-	-1411.13	2246.27	313053
mu-	-672.906	1710.51	315098
mu-	-745.385	809.966	317146
mu-	-1384.7	412.602	319233
mu-	-1969.97	526.676	321361
mu-	-2324.26	898.148	323523
mu-	-2418.29	1398.75	325675
mu-	-2197.54	1912.43	327790
mu-	-1627.33	2213.65	329869
mu-	-910.478	1976.89	331874
mu-	-633.58	1238.15	333860
mu-	-947.994	635.328	335918
mu-	-1432.34	433.791	338032
mu-	-1826.93	487.013	340203
mu-	-2110.12	661.756	342377
mu-	-2297.04	903.675	344540
mu-	-2388.39	1185.79	346702
mu-	-2374.59	1502.65	348833
mu-	-2250.47	1790.94	351023
mu-	-1977.89	2048.75	353147
mu-	-1538.6	2166.51	355200
mu-	-1047.49	2015.06	357219
mu-	-732.49	1602.84	359270
mu-	-696.505	1180.37	361418
mu-	-809.787	887.836	363648
mu-	-946.806	709.872	365957
mu-	-1033.11	638.722	368326
mu-	-1093.65	599.201	370686
mu-	-1125.74	580.819	373046
mu-	-1110.86	589.201	375473
mu-	-1094.4	598.773	377855
mu-	-1070.75	613.407	380217
mu-	-1042.66	632.307	382554
mu-	-1008.76	657.558	384876
mu-	-961.9	698.717	387216
mu-	-895.855	769.052	389619
mu-	-837.187	849.606	392025
mu-	-788.272	940.198	394440
mu-	-761.261	1007.67	396781
mu-	-739.44	1083.14	399116
mu-	-724.038	1168.74	401460
mu-	-716.802	1267.01	403802
mu-	-770.834	1340.19	406018
mu-	-775.659	1382.89	408174
mu-	-787.72	1446	410337
mu-	-806.29	1510.02	412474
mu-	-839.757	1593.81	414636
mu-	-891.838	1683	416800
mu-	-976.814	1786.83	419011
mu-	-1084.88	1877.07	421191
mu-	-1235.31	1957.9	423369
mu-	-1444.97	2005.72	425598
mu-	-1727.14	1972.16	427891
mu-	-2047.07	1762.76	430235
mu-	-2223.42	1281.28	432675
mu-	-1898.07	701.088	435209
mu-	-1147.94	694.452	437793
mu-	-821.439	1277.01	440340
mu-	-1016.38	1763.89	442814
mu-	-1456.82	1976.46	445273
mu-	-962.857	898.8	490300
mu-	-1699.17	1821.33	524601
mu-	-1556.63	803.801	550750
mu-	-1584.34	1791.21	570570
mu-	-1331.9	1800.9	587299
mu-	-1622.87	1028.89	601521
mu-	-1327.2	1008.23	612253
mu-	-1400.72	989.145	621039
mu-	-1141.44	1273.46	625232
pi0	-1.50786	-1.35365	129.095
pi-	-19.7793	-17.4032	149.563
pi-	-19.842	-17.4112	149.543
pi-	-19.8852	-17.5256	149.506
pi-	-19.8903	-17.5329	149.506
pi-	-19.8903	-17.5329	149.506
pi-	24.7103	-14.8789	-15.5362
pi-	25	-14.9953	-15.1408
pi-	798.903	-157.459	33025.1
pi-	2672.65	1505.49	83631.7
pi-	590.822	-97.5495	110678
mu-	101.089	73.5982	158176
mu-	1428.93	2835.73	164248
mu-	447.971	-62.6948	170334
mu-	1070.79	2918.55	176381
mu-	899.089	-103.796	182561
mu-	645.035	2909.94	188580
mu-	1393.65	-30.9741	194737
mu-	243.698	2764.8	200659
mu-	1824.37	204.426	206853
mu-	-139.631	2490.7	212711
mu-	2187.11	628.937	218935
mu-	-459.888	2051.12	224759
mu-	2371.09	1189.57	230995
mu-	-603.177	1472.23	236831
mu-	300.029	2775.95	302579
mu-	710.258	2885.46	313032
mu-	-529.139	1784.22	369074
mu-	1678.46	321.35	425408
mu-	1995.77	651.009	486510
mu-	-375.414	1007.08	492894
mu-	1408.55	2573.69	498936
mu-	1230.44	171.29	504846
mu-	-192.349	2169.81	510576
mu-	2122.19	1681.68	516580
mu-	-31.0076	456.8	522204
mu-	879.806	2710.88	527976
mu-	1742.79	452.93	533765
mu-	-400.129	1698.73	539298
mu-	483.481	169.433	596980
mu-	140.299	2480.93	611580
mu-	2097.21	1321.51	617261
mu-	386.555	2602.2	672699
mu-	125.64	2461	690232
mu-	1410.04	430.978	745033
mu-	712.129	279.07	752395
mu-	1258.31	356.206	776765
pi-	4.70481	0.189008	-34.2775
pi-	3.54299	-2.08719	-32.5715
pi-	3.22334	-3.59629	-30.6208
pi-	2.67985	-4.85384	-29.2768
pi-	2.5416	-5.99144	-28.237
pi-	2.29972	-6.77279	-27.3274
pi-	2.11253	-7.34724	-26.5754
pi-	1.88181	-7.78	-26.0125
pi-	1.70146	-8.05078	-25.503
pi-	1.60154	-8.28191	-25.1044
pi-	1.54859	-8.46194	-24.7897
pi-	1.41641	-8.60223	-24.567
pi-	1.30227	-8.6374	-24.3868
pi-	1.20379	-8.61103	-24.2664
pi-	1.18123	-8.59957	-24.2463
pi-	1.18093	-8.59892	-24.2461
pi-	1.18093	-8.59892	-24.2461
pi0	0.0126437	-0.00102095	-52.9967
pi0	0.0126567	-0.000973274	-52.9966
pi+	-0.609847	-0.0125482	-49.743
pi+	-1.50508	0.234836	-45.4397
pi-	-19.5593	-7.08803	-30.9972
pi-	-25	-10.5008	-24.4661
pi-	-209.203	-169.853	11869.4
mu-	-352.978	-839.597	15656
mu-	137.587	-1281.88	19393.6
mu-	794.951	-1067.75	23122.3
mu-	869.986	-285.185	26959.7
mu-	104.726	12.1364	30737.4
mu-	-362.949	-636.838	34473.2
mu-	80.4478	-1247.9	38110.8
mu-	834.762	-984.08	41789.4
mu-	681.908	-114.952	45548.6
mu-	-216.663	-240.411	49284.7
mu-	-189.626	-1061.44	52830.9
mu-	600.35	-1206.96	56328.9
mu-	870.983	-358.533	59935.9
mu-	-54.351	-108.657	63621.4
mu-	-187.892	-1027.21	67293.8
mu-	724.56	-1079.38	70971.2
mu-	627.087	-111.896	74654.3
mu-	696.883	-1100.48	134477
mu-	-210.738	-703.098	182874
mu-	793.578	-845.907	216660
mu-	285.693	-254.068	242872
mu-	645.34	-962.51	264008
mu-	739.275	-794.477	279519
mu-	114.166	-937.159	291374
mu-	709.628	-731.06	299840
mu-	166.68	-501.037	306799
mu-	404.63	-998.92	312409
mu-	603.812	-601.672	316475
mu-	362.774	-963.6	319808
mu-	170.063	-711.874	323093
mu-	94.4758	-344.267	326358
mu-	128.838	-336.53	329025
mu-	232.861	-611.774	331316
mu-	274.689	-414.814	333184
mu-	295.228	-497.913	334598
mu-	122.643	-591.055	335642
mu-	329.72	-424.456	336428
mu-	199.606	-356.75	337035
mu-	191.324	-358.376	337481
mu-	293.262	-387.708	337817
mu-	289.025	-553.67	338073
mu-	121.386	-457.567	338295
mu-	306.464	-488.381	338452
mu-	146.596	-431.186	338580
mu-	235.587	-554.342	338686
mu-	266.617	-425.664	338775
mu-	155.308	-437.364	338848
mu-	165.056	-533.67	338904
mu-	245.986	-536.599	338944
mu-	271.26	-474.065	338976
mu-	237.868	-428.587	338998
mu-	191.596	-427.254	339013
mu-	164.611	-452.704	339024
mu-	164.762	-479.965	339038
mu-	177.673	-499.304	339049
mu-	194.186	-508.862	339056
mu-	209.606	-510.826	339062
mu-	221.927	-507.679	339066
mu-	230.993	-502.7	339069
mu-	236.992	-496.763	339072
mu-	240.655	-490.986	339073
mu-	242.724	-485.835	339074
mu-	243.697	-481.481	339075
mu-	243.977	-477.965	339075
mu-	243.806	-475.127	339076
mu-	243.623	-472.796	339076
mu-	243.272	-471.051	339076
mu-	242.923	-469.784	339076
mu-	242.6	-468.834	339077
mu-	242.3	-468.1	339077
mu-	241.994	-467.534	339077
mu-	241.767	-467.078	339077
mu-	241.59	-466.681	339077
mu-	241.443	-466.364	339077
mu-	241.345	-466.102	339077
mu-	241.358	-466.071	339077
mu-	241.358	-466.071	339077
pi0	-0.832125	-0.239516	98.2614
pi0	-0.83211	-0.239511	98.2615
pi-	-0.347293	2.10932	101.385
pi-	0.288277	4.34722	103.593
pi-	1.02763	5.98342	105.335
pi-	1.65752	7.32104	106.699
pi-	2.16656	8.18906	107.913
pi-	2.66706	8.72781	108.966
pi-	2.8775	8.92241	109.957
pi-	3.05262	9.03432	110.746
pi-	3.1011	9.06892	110.98
pi-	2.85933	8.75814	111.455
pi-	2.63206	8.42392	111.724
pi-	2.45644	8.15293	111.939
pi-	2.37543	7.91317	112.114
pi-	2.31681	7.72416	112.235
pi-	2.29773	7.58762	112.329
pi-	2.29146	7.53849	112.355
pi-	2.29138	7.53816	112.355
pi-	2.29138	7.53816	112.355
pi+	21.5068	6.37708	146.157
pi+	25	6.62044	148.771
pi+	554.763	-132.283	16698.5
mu+	828.818	-927.604	21279
mu+	74.4463	-1306.76	25824.2
mu+	-318.398	-493.968	30516.4
mu+	611.145	-205.845	35242.3
mu+	809.975	-1062.3	39748.2
mu+	-77.5096	-1256.55	44292.5
mu+	-129.675	-263.55	48932.9
mu+	827.129	-456.351	53501.4
mu+	527.776	-1310.22	57916.2
mu+	-331.005	-895.669	62352.4
mu+	344.981	-184.085	66798.9
mu+	896.114	-928.225	71062.4
mu+	121.91	-1399.69	75252.1
mu+	-243.298	-470.741	79551.5
mu+	789.084	-467.247	83961.3
mu+	427.948	-1373.26	88296.5
mu+	-258.366	-699.054	92701.6
mu+	795.778	-486.033	97169.4
mu+	427.287	-1427.61	101520
mu+	-134.551	-512.701	106010
mu+	911.363	-809.127	110492
mu+	7.89393	-1328.61	114882
mu+	607.496	-355.145	179285
mu+	406.537	-1319.49	232317
mu+	781.954	-646.547	257978
pi0	-0.832103	-0.239507	98.2614
pi-	-15.0919	8.73604	125.389
pi-	-25	11.8107	143.134
pi-	-74.2243	-1046.01	36727.4
mu-	-77.0483	-1045.92	105255
pi+	-1.56352	1.84229	102.141
pi+	-1.98609	3.44407	105.308
pi+	-2.24336	4.51237	107.904
pi+	-2.55186	5.39689	110.021
pi+	-2.8901	6.17597	111.585
pi+	-3.11376	6.71784	112.905
pi+	-3.43144	7.20214	113.905
pi+	-3.99052	7.35154	114.645
pi+	-4.42183	7.39124	115.274
pi+	-4.83418	7.49433	115.718
pi+	-5.22441	7.58781	116.005
pi+	-5.51878	7.70855	116.221
pi+	-5.7724	7.72173	116.376
pi+	-5.97292	7.73896	116.481
pi+	-6.09785	7.76865	116.576
pi+	-6.12651	7.77077	116.596
pi+	-6.12743	7.77051	116.596
pi+	-6.12745	7.77049	116.596
pi+	-6.12745	7.77049	116.596
mu+	-6.13082	7.66201	116.533
mu+	-6.12691	7.64838	116.526
mu+	-6.12687	7.64835	116.526
mu+	-6.12687	7.64835	116.526
pi-	15.8037	-12.604	-48.125
pi-	16.4885	-13.229	-48.3839
pi+	-0.26171	18.5669	-37.3079
pi+	-1.52192	25	-37.0804
pi+	1908.49	-221.302	51.0372
mu+	748.519	721.353	11868.3
mu+	1857.34	305.7	23998
mu+	803.285	-155.817	31092.8
mu+	1752.09	41.7651	32803.2
mu+	1769.04	114.817	32404.2
mu+	1276.02	-275.71	30331.7
mu+	1285.31	-276.172	28191.8
mu+	1920.49	400.085	26913.4
mu+	1259.34	335.731	25026.2
mu+	1828.13	46.2659	23716.9
mu+	1643.53	546.223	22623.3
mu+	1455.16	508.633	21338.2
mu+	1805.79	442.594	20421
mu+	1376.73	313.68	19634.4
mu+	1380.71	348.464	19033
mu+	1764.19	231.42	18393
mu+	1603.9	123.867	17869.4
mu+	1727.2	187.873	17487.7
mu+	1593.59	460.585	17123.6
mu+	1698.06	186.189	16830.3
mu+	1523.24	179.584	16557.5
mu+	1512.38	187.392	16317.7
mu+	1607.53	161.605	16074.2
mu+	1705.04	295.473	15862.6
mu+	1528.51	370.048	15668.4
mu+	1654.59	224.825	15506.7
mu+	1537.62	361.403	15402.4
mu+	1694.9	309.187	15304
mu+	1569.03	238.815	15225.6
mu+	1561.73	364.286	15164.7
mu+	1667.6	362.417	15118
mu+	1677.35	281.71	15075.5
mu+	1618.3	253.641	15037.7
mu+	1573.1	282.127	15007.4
mu+	1567.01	325.518	14980.1
mu+	1587.69	352.561	14956.7
mu+	1613.29	361.093	14941.2
mu+	1634.81	354.636	14929.2
mu+	1646.77	341.868	14918.6
mu+	1650.91	328.305	14909.5
mu+	1650.21	316.987	14903.4
mu+	1647.59	308.237	14898.9
mu+	1643.22	301.87	14895.9
mu+	1638.56	297.546	14893.4
mu+	1634.18	294.82	14891.2
mu+	1630.36	293.248	14889.2
mu+	1626.98	292.411	14887.8
mu+	1624.25	292.007	14886.6
mu+	1622.04	291.853	14885.7
mu+	1620.29	291.903	14884.9
mu+	1618.96	292.119	14884.3
mu+	1617.86	292.34	14883.8
mu+	1617.02	292.62	14883.4
mu+	1616.34	292.874	14883.1
mu+	1615.76	293.067	14882.9
mu+	1615.3	293.253	14882.7
mu+	1614.93	293.41	14882.7
mu+	1614.64	293.57	14882.6
mu+	1614.44	293.748	14882.6
mu+	1614.28	293.88	14882.6
mu+	1614.22	293.967	14882.7
mu+	1614.22	293.967	14882.7
pi-	-15.6202	-17.6629	-11.8158
pi-	-21.3822	-25	-1.10762
pi-	293.07	-1535.08	17382.3
mu-	-216.423	-1056.58	22846.1
mu-	-233.71	-378.945	28282.8
mu-	180.742	86.1447	33758
mu-	732.725	180.352	39271.7
mu-	1148.5	-4.06173	44906
mu-	1395.84	-330.899	50576.4
mu-	1463.6	-760.178	56146.3
mu-	1325.6	-1162.57	61714.7
mu-	968.95	-1476.01	67180.1
mu-	432.989	-1548.27	72504.8
mu-	-81.014	-1254.1	77725.9
mu-	-287.233	-686.837	82898.7
mu-	-73.0225	-112.208	87996.9
mu-	387.148	167.078	93148.8
mu-	820.185	214.393	98430.6
mu-	1135.75	42.6995	103785
mu-	1336.8	-209.679	109159
mu-	1430.73	-525.296	114460
mu-	1385.69	-901.86	119640
mu-	1171.25	-1236.34	124766
mu-	796.267	-1450.39	129821
mu-	338.892	-1448.05	134820
mu-	-37.081	-1223.52	139848
mu-	-239.191	-883.341	144924
mu-	-269.826	-522.824	149997
mu-	-162.942	-213.52	155059
mu-	25.9956	12.4248	160123
mu-	223.695	135.005	165214
mu-	405.074	194.708	170316
mu-	527.864	210.066	175499
mu-	546.79	195.088	180725
mu-	601.64	180.418	185945
mu-	613.156	179.714	191214
mu-	587.618	181.302	196518
mu-	548.868	177.901	201814
mu-	424.575	165.485	207243
mu-	287.06	125.925	212673
mu-	129.424	41.3585	218110
mu-	-32.7065	-112.724	223612
mu-	-26.5126	-230.146	229119
mu-	-76.7077	-526.043	234731
mu-	-25.544	-776.953	240232
mu-	118.758	-1006.45	245741
mu-	339.955	-1172.38	251231
mu-	622.625	-1248.58	256692
mu-	887.99	-1217.62	262043
mu-	1177.31	-1049.82	267477
mu-	1375.71	-727.89	272918
mu-	1387.8	-334.368	278286
mu-	1188.85	23.8371	283606
mu-	779.588	230.444	288965
mu-	331.088	160.731	294270
mu-	30.5943	-119.96	299460
mu-	-48.6916	-522.346	304440
mu-	-17.7798	-787.333	309290
mu-	108.757	-1031.41	314131
mu-	362.345	-1238.52	319024
mu-	672.028	-1312.35	323857
mu-	1017.36	-1237.78	328682
mu-	1305.36	-980.147	333501
mu-	1412.67	-557.644	338329
mu-	1228.89	-118.686	343136
mu-	759.465	122.387	347988
mu-	201.024	-69.2567	352933
mu-	-10.8026	-498.568	357642
mu-	69.3673	-916.906	362257
mu-	354.916	-1206.47	366827
mu-	776.59	-1285.96	371398
mu-	1185.44	-1092.49	375944
mu-	1405.56	-591.192	380601
mu-	1107.45	-13.1221	385309
mu-	436.29	59.4662	389983
mu-	15.7844	-460.16	394655
mu-	187.163	-1038.16	399222
mu-	732.167	-1260.92	403723
mu-	1254.72	-972.274	408165
mu-	1335.19	-319.455	412599
mu-	773.917	110.374	417007
mu-	121.626	-169.008	421375
mu-	49.9229	-846.772	425724
mu-	575.88	-1243.49	430075
mu-	1232.59	-922.976	434545
mu-	1107.56	-97.6104	439154
mu-	232.768	-97.23	443722
mu-	155.914	-977.419	448289
mu-	936.366	-1171.24	452668
mu-	1281.82	-413.832	456980
mu-	455.72	25.2377	461389
mu-	60.8843	-814.59	465757
mu-	810.109	-1191.98	469951
mu-	1258.78	-436.699	474185
mu-	385.609	6.17476	478558
mu-	145.323	-936.419	482903
mu-	1039.32	-1050.43	487124
mu-	1046.77	-88.8	491417
mu-	62.7423	-465.359	495919
mu-	786.551	-1159.21	500349
mu-	1126.62	-207.082	504768
mu-	76.1974	-482.425	509328
mu-	892.015	-1117.45	513746
mu-	967.847	-74.4933	518189
mu-	136.752	-795.065	522739
mu-	1184	-833.26	527181
mu-	289.718	-1002.28	593810
mu-	957.617	-271.609	648249
mu-	350.035	-301.632	689328
mu-	478.888	-970.374	720837
mu-	220.244	-468.571	744936
mu-	646.544	-945.298	764829
mu-	810.219	-851.803	782430
mu-	728.57	-922.227	796889
mu-	480.229	-907.261	808739
mu-	444.762	-516.314	817890
mu-	729.479	-504.407	825761
mu-	697.906	-487.105	832541
mu-	484.696	-722.347	838120
mu-	550.705	-501.824	842403
mu-	497.616	-697.363	846023
mu-	583.643	-504.048	848817
mu-	533.223	-739.456	850974
mu-	516.197	-725.326	852700
mu-	562.827	-547.17	854109
mu-	580.246	-744.192	855280
mu-	682.847	-661.382	856191
mu-	730.185	-679.009	856953
mu-	732.075	-712.733	857608
mu-	678.248	-774.587	858141
mu-	590.48	-711.454	858584
mu-	705.434	-671.972	858946
mu-	618.067	-749.434	859237
mu-	705.336	-698.24	859477
mu-	603.665	-695.18	859660
mu-	660.525	-769.906	859806
mu-	710.424	-708.107	859924
mu-	657.847	-671.851	860021
mu-	623.629	-712.775	860097
mu-	641.779	-740.864	860166
mu-	671.065	-737.911	860222
mu-	682.082	-716.863	860270
mu-	676.702	-699.533	860308
mu-	665.435	-692.537	860341
mu-	656.88	-692.786	860367
mu-	649.604	-696.205	860386
mu-	645.78	-701.454	860401
mu-	644.624	-706.757	860413
mu-	645.401	-710.224	860423
mu-	648	-712.96	860430
mu-	649.986	-714.858	860437
mu-	651.514	-716.326	860442
mu-	652.825	-717.133	860447
mu-	654.044	-717.517	860450
mu-	655.187	-717.65	860453
mu-	656.09	-717.698	860455
mu-	656.907	-717.611	860457
mu-	657.581	-717.433	860459
mu-	658.095	-717.249	860460
mu-	658.499	-717.019	860461
mu-	658.876	-716.861	860462
mu-	659.125	-716.775	860462
mu-	659.341	-716.686	860463
mu-	659.528	-716.581	860463
mu-	659.633	-716.488	860464
mu-	659.725	-716.409	860464
mu-	659.777	-716.393	860464
mu-	659.777	-716.393	860464
pi0	-9.92373e-06	-5.76721e-06	-39.5112
