ParticleType	PosX_mm	PosY_mm	PosZ_mm
mu+	-1192.68	-308.161	862826
mu+	-1201.27	-308.459	942000
mu+	-866.07	-825.771	947809
mu+	-1240.9	-1018.36	953037
mu+	-1412.95	-937.214	957742
mu+	-1018.61	-981.716	1e+06
pi-	-4.09216	11.7164	53.8697
pi-	-4.01844	11.7185	53.6727
pi-	-3.97256	11.7407	53.5377
pi-	-3.95363	11.7445	53.5292
pi-	-3.95298	11.7451	53.5277
pi-	-3.95298	11.7451	53.5277
pi+	3.71199	1.92497	-20.453
pi+	6.46062	4.10651	-20.3466
pi+	8.71081	5.86052	-20.3471
pi+	10.6474	6.96875	-20.4001
pi+	12.2676	7.75432	-20.0771
pi+	13.4646	8.49483	-19.8191
pi+	14.3691	8.9666	-19.3035
pi+	15.0378	9.36049	-18.8644
pi+	15.6357	9.6243	-18.5823
pi+	16.0595	9.68605	-18.1908
pi+	16.3829	9.64952	-17.8712
pi+	16.596	9.72138	-17.5908
pi+	16.7426	9.81682	-17.3709
pi+	16.8578	9.87935	-17.1925
pi+	16.9262	9.94491	-17.0683
pi+	16.9319	9.96006	-17.0343
pi+	16.9321	9.95985	-17.0344
pi+	16.9321	9.95985	-17.0344
pi+	16.9321	9.95985	-17.0344
mu+	17.0432	9.93383	-16.9773
mu+	17.0624	9.92568	-16.972
mu+	17.0631	9.9257	-16.9721
mu+	17.0631	9.9257	-16.9721
mu+	17.0631	9.9257	-16.9721
pi+	0.739054	0.0248206	-14.4898
pi+	2.81977	-0.401123	-4.03566
pi0	2.81978	-0.401102	-4.03564
pi+	-1.01653	7.29421	22.0115
pi+	-5.2578	13.9949	41.9842
pi+	-6.42673	15.8844	58.9353
pi+	-8.4448	17.1289	72.4263
pi+	-10.0154	19.4056	83.2986
pi+	-10.4691	21.9803	91.9802
pi+	-11.1465	24.7225	98.6417
pi+	-11.1975	25	99.2133
pi+	182.242	363.143	8685.26
mu+	342.844	55.4744	35132.1
mu+	144.8	205.355	56345
mu+	218.678	369.519	73667.6
mu+	291.07	400.191	87271.7
mu+	-326.859	767.601	97979.5
mu+	-219.514	698.055	106993
mu+	-551.825	-32.6997	114304
mu+	-508.885	-52.1962	120215
mu+	-539.992	58.315	125028
mu+	-556.445	46.9964	128891
mu+	-490.722	-66.8461	131936
mu+	-562.366	-76.9036	134289
mu+	-494.793	-69.9305	136146
mu+	-524.542	88.9343	137608
mu+	-492.939	-49.6416	138801
mu+	-573.055	-50.3771	139753
mu+	-582.192	-41.2637	140534
mu+	-533.972	-67.3443	141144
mu+	-464.938	-2.0499	141632
mu+	-573.406	46.9891	142000
mu+	-495.822	-38.2726	142298
mu+	-571.906	38.7342	142547
mu+	-487.664	8.35246	142735
mu+	-553.68	-38.4616	142882
mu+	-562.973	31.5533	143000
mu+	-501.665	34.8346	143095
mu+	-489.383	-11.4097	143172
mu+	-520.979	-32.8955	143233
mu+	-549.752	-25.8678	143283
mu+	-561.803	-6.46295	143325
mu+	-558.159	11.6297	143358
mu+	-545.777	21.6296	143386
mu+	-532.286	23.0486	143408
mu+	-521.99	19.4758	143426
mu+	-515.909	13.107	143441
mu+	-514.287	5.78483	143452
mu+	-514.17	0.282339	143462
mu+	-514.829	-4.12188	143469
mu+	-516.107	-7.36281	143474
mu+	-517.767	-9.67168	143479
mu+	-519.577	-11.4144	143483
mu+	-521.086	-12.5526	143486
mu+	-522.393	-13.3598	143488
mu+	-523.539	-13.9276	143490
mu+	-524.444	-14.2986	143492
mu+	-525.225	-14.4925	143493
mu+	-525.798	-14.6708	143494
mu+	-526.295	-14.8202	143495
mu+	-526.671	-14.9446	143496
mu+	-526.94	-15.0268	143496
mu+	-527.185	-15.0887	143497
mu+	-527.39	-15.1157	143497
mu+	-527.53	-15.1135	143497
mu+	-527.603	-15.0886	143497
mu+	-527.663	-15.0458	143498
mu+	-527.688	-15.0321	143498
mu+	-527.688	-15.0321	143498
pi0	0.0709079	-0.0706368	0.433939
pi+	1.19167	0.0868622	6.57154
pi+	-1.9046	-20.2162	19.2099
pi+	-2.75711	-25	22.9673
pi+	15.52	216.609	27691.1
mu+	-19.2014	468.556	30804.9
mu+	-111.932	675.793	33898.6
mu+	-220.369	816.178	37015.4
mu+	-330.115	911.67	40145.1
mu+	-430.518	974.866	43277.6
mu+	-509.304	1011.44	46410.7
mu+	-592.296	1039.62	49491.7
mu+	-663.483	1056.63	52546.5
mu+	-712.638	1065.11	55606
mu+	-683.142	1060.07	58711
mu+	-655.13	1054.43	61759.3
mu+	-575.678	1032.41	64870.8
mu+	-463.358	983.407	68024
mu+	-340.542	902.113	71190.4
mu+	-219.527	778.816	74361
mu+	-115.871	603.299	77565.7
mu+	-61.6683	399.668	80767.6
mu+	-62.9741	200.875	83909.9
mu+	-113.321	14.532	87033
mu+	-58.6676	366.484	136107
mu+	-255.664	-203.909	139021
mu+	-797.802	-405.814	141949
mu+	-1286.34	-151.354	144828
mu+	-1437.98	388.835	147671
mu+	-1091.49	893.608	150501
mu+	-393.287	873.998	153380
mu+	-81.7441	180.909	156320
mu+	-583.223	-359.511	159236
mu+	-1242.48	-172.41	162084
mu+	-1383.23	524.53	164979
mu+	-677.113	-364.68	215510
mu+	-190.491	462.183	257211
mu+	-534.39	776.741	292604
mu+	-545.637	780.394	321570
mu+	-326.316	632.785	344077
mu+	-929.898	446.419	362284
mu+	-728.782	656.509	376543
mu+	-926.355	486.537	387890
mu+	-366.015	251.757	396350
mu+	-870.385	472.534	403481
mu+	-685.473	107.641	409282
mu+	-644.676	104.737	414212
mu+	-849.803	267.154	417878
mu+	-461.44	397.484	420556
mu+	-461.795	398.654	422835
mu+	-843.908	466.366	424754
mu+	-742.411	598.964	426059
mu+	-834.997	480.068	427077
mu+	-572.973	368.933	427879
mu+	-824.175	410.955	428449
mu+	-800.611	527.999	428953
mu+	-812.507	509.599	429359
mu+	-853.036	406.166	429641
mu+	-694.343	369.156	429886
mu+	-722.751	558.73	430082
mu+	-760.734	373.713	430248
mu+	-743.262	549.145	430376
mu+	-676.718	409.555	430484
mu+	-810.907	431.606	430577
mu+	-749.841	526.331	430656
mu+	-670.919	466.709	430707
mu+	-707.99	397.446	430746
mu+	-768.151	400.824	430775
mu+	-793.466	444.562	430794
mu+	-781.151	483.516	430809
mu+	-756.044	505.228	430821
mu+	-728.931	509.253	430832
mu+	-708.733	500.985	430841
mu+	-696.234	488.402	430848
mu+	-690.661	475.109	430855
mu+	-690.231	463.445	430861
mu+	-691.747	454.277	430866
mu+	-694.635	447.66	430870
mu+	-698.255	443.192	430873
mu+	-701.516	440.135	430876
mu+	-704.431	438.111	430878
mu+	-706.832	436.722	430880
mu+	-708.942	435.786	430882
mu+	-710.778	435.288	430883
mu+	-712.36	435.119	430884
mu+	-713.634	435.167	430885
mu+	-714.654	435.264	430886
mu+	-715.443	435.387	430886
mu+	-716.084	435.485	430887
mu+	-716.6	435.583	430887
mu+	-716.982	435.72	430887
mu+	-717.288	435.858	430888
mu+	-717.508	435.99	430888
mu+	-717.703	436.059	430888
mu+	-717.825	436.12	430888
mu+	-717.847	436.148	430888
mu+	-717.847	436.148	430888
pi-	2.57099	1.52673	1.82662
pi-	1.09677	1.97872	3.10905
pi-	0.0361664	2.25673	4.30856
pi-	-0.782886	2.67004	5.23845
pi-	-0.93053	2.7251	5.37529
pi-	-1.39938	3.40084	5.97252
pi-	-1.81739	4.00101	6.36758
pi-	-2.23154	4.41077	6.72505
pi-	-2.56052	4.80182	6.95178
pi-	-2.81503	5.15282	6.86638
pi-	-3.07757	5.37394	6.77238
pi-	-3.31356	5.51883	6.804
pi-	-3.4949	5.62473	6.85105
pi-	-3.62342	5.59441	6.90362
pi-	-3.63838	5.59227	6.90244
pi-	-3.63866	5.59227	6.90244
pi-	-3.63866	5.59227	6.90244
pi0	0.0708745	-0.0706539	0.433985
pi-	-3.10826	4.01167	69.1003
pi-	-5.13454	8.71421	112.744
pi-	-6.6182	11.3043	136.344
pi-	-6.60089	11.5193	137.15
pi-	-6.09674	6.95939	130.56
pi-	-5.29628	3.72088	125.164
pi-	-4.88322	2.08437	120.104
pi-	-5.3258	0.667928	116.134
pi-	-5.76038	-0.459636	112.943
pi-	-6.07923	-1.46394	110.392
pi-	-6.56477	-1.75766	108.791
pi-	-6.85163	-2.5373	107.054
pi-	-7.15211	-2.94237	105.728
pi-	-7.07194	-3.225	104.656
pi-	-7.18637	-3.42039	103.794
pi-	-7.20673	-3.79496	103.174
pi-	-7.25466	-3.91378	102.988
pi-	-7.37896	-4.2845	102.638
pi-	-7.5644	-4.60979	102.454
pi-	-7.76575	-4.83362	102.354
pi-	-7.88846	-5.03995	102.27
pi-	-8.02529	-5.1329	102.176
pi-	-8.09252	-5.19668	102.146
pi-	-8.09217	-5.19809	102.145
pi-	-8.09218	-5.19809	102.145
pi-	-8.09218	-5.19809	102.145
pi+	-10.1512	0.963346	1.53506
pi0	-10.1512	0.963233	1.5351
pi+	-1.82474	-0.57761	-17.4829
pi+	0.214497	2.88446	-7.40641
pi+	0.662235	4.38044	-3.68979
pi-	-2.95992	-12.4029	-9.19755
pi-	-4.2664	-15.3089	-6.68814
pi-	-4.84361	-23.5572	1.22807
pi-	-5.00428	-25	2.65827
pi-	662.725	-652.94	4629.54
mu-	806.84	-595.984	65232.6
mu-	935.778	-486.137	114716
mu-	932.909	-148.775	154671
mu-	433.434	-377.038	160855
pi0	-2.74929	4.71465	235.105
pi0	-2.7493	4.71465	235.105
pi-	-5.06031	-0.152683	237.263
pi-	-6.04943	-4.34548	239.562
pi-	-6.37175	-5.4562	240.115
pi-	-7.96228	-8.29853	241.888
pi-	-9.52771	-10.7407	242.844
pi-	-11.0322	-12.5817	243.563
pi-	-12.3183	-13.9246	244.282
pi-	-13.3316	-14.949	244.785
pi-	-14.069	-15.7167	245.322
pi-	-14.6824	-16.3836	245.638
pi-	-15.1575	-16.9524	245.873
pi-	-15.4941	-17.3913	246.126
pi-	-15.7602	-17.7513	246.29
pi-	-15.9218	-18.0632	246.423
pi-	-16.0287	-18.3109	246.532
pi-	-16.1116	-18.5068	246.596
pi-	-16.168	-18.6429	246.63
pi-	-16.1657	-18.6709	246.637
pi-	-16.1654	-18.6718	246.636
pi-	-16.1654	-18.6718	246.636
pi-	-16.1654	-18.6718	246.636
pi0	-2.74928	4.71472	235.105
pi+	-2.80752	9.51391	236.389
pi+	-2.85626	13.4342	236.918
pi+	-2.94196	16.5852	237.11
pi+	-2.21426	19.0785	237.099
pi+	-1.79485	21.1113	236.838
pi+	-0.978281	22.5543	236.835
pi+	-0.165456	23.6136	236.726
pi+	0.211987	24.3194	236.665
pi+	0.844977	24.9142	236.592
pi+	0.926812	25	236.576
pi+	-52.9615	-52.3078	-18.3482
mu+	-25	-18.3116	-2.49066
mu+	-24.6335	-18.0766	-2.42639
mu+	-24.4387	-17.8092	-2.51444
mu+	-24.297	-17.6038	-2.60903
mu+	-24.1669	-17.4495	-2.64997
mu+	-24.1056	-17.3737	-2.70426
mu+	-24.0995	-17.3708	-2.70737
mu+	-24.0995	-17.3708	-2.70741
mu+	-24.0995	-17.3708	-2.70741
pi-	3.37476	12.8027	255.007
pi-	8.01379	12.5373	254.884
pi-	10.2352	12.3005	255.402
pi-	13.0177	13.1326	257.062
pi-	14.8052	14.0851	258.846
pi-	16.3177	15.029	260.1
pi-	17.5623	15.5171	261.172
pi-	18.5601	15.9467	261.93
pi-	19.4823	16.3236	262.354
pi-	19.9883	16.4929	262.419
pi-	20.0382	17.2462	262.365
pi-	20.0753	17.8414	262.396
pi-	20.0779	18.3134	262.395
pi-	20.0661	18.6872	262.394
pi-	20.1044	18.9916	262.36
pi-	20.1335	19.2324	262.339
pi-	20.2134	19.3974	262.289
pi-	20.1849	19.4328	262.248
pi-	20.1844	19.4325	262.248
pi-	20.1844	19.4325	262.248
pi-	-9.84077	25	255.046
pi-	-982.584	-2479.63	219.759
mu-	-2459.86	-575.743	542.445
mu-	-16.2018	-1120.4	822.386
mu-	-2169.28	-2181.95	1106.92
mu-	-1326.89	94.2791	1411.95
mu-	-554.643	-2245.28	1738.24
mu-	-2602.55	-1114.96	2112.21
mu-	-231.708	-521.016	2467.14
mu-	-1600.44	-2460.1	2828.24
mu-	-2078.18	-174.463	3205.9
mu-	-110.101	-1589.22	3554.72
mu-	-2367.09	-1946.33	3954.74
mu-	-1100.5	33.6897	4348
mu-	-661.466	-2293.93	4739.13
mu-	-2576.25	-1125.97	5155.58
mu-	-316.856	-449.759	5549.81
mu-	-1383.99	-2480.94	5988.92
mu-	-2299.91	-450.372	6456.9
mu-	-74.9501	-1168.37	6905.36
mu-	-1970.67	-2292	7383.69
mu-	-1761.12	-71.7337	7830.13
mu-	-194.721	-1758.61	8240.74
mu-	-2332.09	-1920.52	8681.67
mu-	-1204.67	-1.36603	9115.09
mu-	-468.699	-2124.11	9505.92
mu-	-2488.34	-1552.25	9913.26
mu-	-806.496	-110.317	10302
mu-	-730.147	-2300.98	10697.2
mu-	-2515.26	-1278.21	11110.9
mu-	-577.305	-262.626	11511.9
mu-	-890.813	-2372.93	11909.8
mu-	-2490.95	-1134.49	12341.7
mu-	-477.883	-351.37	12737.8
mu-	-967.064	-2384.02	13126.8
mu-	-2489.79	-1098.1	13496.5
mu-	-492.698	-369.427	13873.8
mu-	-926.221	-2373.15	14312.5
mu-	-2493.43	-1215.57	14725.7
mu-	-625.747	-280.138	15106.9
mu-	-792.885	-2300.8	15490.4
mu-	-2472.31	-1405.71	15898.4
mu-	-854.503	-166.309	16269.5
mu-	-569.557	-2149.25	16669.1
mu-	-2367.88	-1721.02	17086.2
mu-	-1249.95	-92.7341	17504.8
mu-	-320.488	-1853.32	17924
mu-	-2116.08	-2067.16	18387.7
mu-	-1329.65	-94.5692	22469
mu-	-2345.8	-830.082	26622.2
mu-	-1228.43	-2277.82	33905.7
mu-	-2337.19	-1231.89	40667.8
mu-	-2235.87	-1703.13	44624.6
mu-	-2326.87	-1253.17	45044.6
mu-	-2142.69	-777.17	45438.4
mu-	-1688.45	-483.721	45821.8
mu-	-1190.67	-511.162	46217.3
mu-	-884.975	-709.404	46623.6
mu-	-736.618	-919.219	47048
mu-	-676.207	-1081.91	47491.6
mu-	-656.237	-1188.81	47988.2
mu-	-651.847	-1246.28	48495.9
mu-	-651.088	-1271.88	48997.9
mu-	-651.061	-1274.21	49481.9
mu-	-697.207	-1254.91	49961.3
mu-	-699.815	-1222.41	50403.1
mu-	-705.424	-1179.82	50807.7
mu-	-716.187	-1126.45	51218.5
mu-	-734.032	-1062.48	51639.4
mu-	-856.474	-1024.6	52038.9
mu-	-900.504	-943.46	52449.6
mu-	-957.73	-862.048	52843.9
mu-	-1019.89	-793.392	53208
mu-	-1090.64	-733.158	53581.5
mu-	-1164.43	-684.351	53932.9
mu-	-1240.3	-646.411	54255.9
mu-	-1318.36	-617.821	54512.8
mu-	-1028.09	-1905.18	61089.2
mu-	-2158.36	-1287.5	70692.6
mu-	-1499.8	-821.241	82140.2
mu-	-1130.2	-1012.47	93673.8
mu-	-1016.01	-1219.49	101348
mu-	-1837.02	-1144.98	108012
mu-	-1320.36	-958.953	113538
mu-	-1294.51	-1630.88	118356
mu-	-1219.41	-1082.31	122578
mu-	-1424.09	-1167.9	126851
mu-	-871.658	-1197.35	130151
mu-	-1251.11	-1380.61	132386
mu-	-1310.01	-1338.62	134144
mu-	-928.943	-1134.23	135444
mu-	-945.613	-1266.92	136373
mu-	-1305.16	-1088.98	136910
mu-	-1328.04	-1188.6	137244
mu-	-1159.68	-1006.17	137412
mu-	-1151.39	-1330.62	137524
mu-	-989.624	-1180.22	137636
mu-	-999.257	-1119.42	137697
mu-	-993.61	-1214.94	137767
mu-	-1131.99	-1302.24	137882
mu-	-1162.54	-1098.32	137989
mu-	-1035.51	-1263.41	138084
mu-	-1157.22	-1100.98	138169
mu-	-1128.77	-1269.63	138250
mu-	-1035.23	-1156.69	138325
mu-	-1152.87	-1120.54	138388
mu-	-1172.57	-1221.94	138440
mu-	-1090.87	-1247.63	138482
mu-	-1046.01	-1192.51	138516
mu-	-1062.36	-1136.55	138541
mu-	-1104.5	-1118.94	138560
mu-	-1138.7	-1130.04	138577
mu-	-1156.59	-1153.25	138591
mu-	-1159.13	-1176.88	138602
mu-	-1152.68	-1194.48	138611
mu-	-1138.88	-1202.33	138616
mu-	-1126.1	-1203.87	138621
mu-	-1116.25	-1202.35	138625
mu-	-1109.22	-1199.73	138628
mu-	-1104.29	-1196	138630
mu-	-1100.98	-1191.71	138631
mu-	-1098.92	-1187.75	138632
mu-	-1097.67	-1184.4	138633
mu-	-1096.86	-1181.64	138633
mu-	-1096.48	-1179.42	138634
mu-	-1096.39	-1177.64	138634
mu-	-1096.49	-1176.28	138634
mu-	-1096.51	-1175.1	138634
mu-	-1096.63	-1174.15	138635
mu-	-1096.68	-1173.41	138635
mu-	-1096.77	-1172.82	138635
mu-	-1096.85	-1172.37	138635
mu-	-1096.93	-1172.01	138635
mu-	-1097.05	-1171.75	138635
mu-	-1097.19	-1171.63	138635
mu-	-1097.19	-1171.63	138635
pi0	-2.17415	12.7768	256.011
pi+	-2.38534	-13.4946	129.928
pi+	-7.05773	-19.0815	152.452
pi+	-3.95957	-25	169.045
pi+	-168.757	-866.475	25545.3
mu+	-956.941	-399.492	34587.8
mu+	-345.544	-954.418	77775.1
mu+	-277.893	-3.14108	87411.5
mu+	-896.79	-651.634	97263.6
mu+	-72.9088	-774.832	107246
mu+	-375.226	-17.865	117171
mu+	-883.507	-385.069	127604
mu+	-665.798	-956.348	138249
mu+	-99.7437	-794.65	148601
mu+	-208.29	-187.106	158769
mu+	-763.418	-203.982	169001
mu+	-909.079	-671.619	179314
mu+	-477.107	-995.535	189405
mu+	-53.1183	-644.272	199370
mu+	-176.129	-458.471	209677
mu+	-135.43	-521.878	298098
mu+	3729.1	-2841.19	337107
pi-	0.217747	-4.00087	95.6839
pi-	-0.185598	-4.86871	97.143
pi-	-0.443266	-5.61113	98.9949
pi-	-0.802508	-6.52149	100.223
pi-	-1.10276	-7.24949	101.102
pi0	0.537608	-2.11638	93.4321
pi+	4.50928	-1.80685	111.753
pi-	2.92923	-4.52247	132.995
pi-	2.97544	-5.8565	156.596
pi0	2.97556	-5.85656	156.596
pi-	3.02335	-3.04237	-47.9991
pi-	5.1421	-5.9266	-46.4187
pi-	6.8853	-8.16496	-45.0628
pi-	8.18574	-9.89183	-44.0462
pi-	9.16142	-11.4224	-43.4402
pi-	9.94691	-12.6302	-42.8645
pi-	10.3087	-13.6078	-42.1767
pi-	10.8604	-14.2015	-41.6034
pi-	11.3728	-14.6626	-41.1849
pi-	11.7985	-14.8835	-40.8338
pi-	12.3075	-14.8231	-40.86
pi-	12.7201	-14.7841	-40.9012
pi-	13.0407	-14.7264	-40.8693
pi-	13.1277	-14.69	-40.8809
pi-	13.3618	-14.7128	-40.8232
pi-	13.535	-14.6901	-40.786
pi-	13.6029	-14.6847	-40.7769
pi-	13.6037	-14.6851	-40.7774
pi-	13.6037	-14.6851	-40.7774
pi0	-7.41425	1.47394	55.1298
pi0	-7.41413	1.4739	55.1299
pi0	-5.45589	3.86817	95.9299
pi+	-8.16992	-2.41957	-13.0187
pi+	6.47479	-5.34258	7.18807
pi+	15.6549	-7.33491	25.1396
pi+	24.2229	-7.56462	38.5442
pi+	25	-7.61261	39.8196
pi+	-422.627	-335.688	4306.18
mu+	-280.162	-794.799	35417.8
mu+	-120.527	-260.681	91767.6
mu+	-249.907	-729.883	136841
mu+	8.95967	-405.78	144060
pi0	0.012967	0.865731	72.1808
pi+	-15.7015	12.3728	92.0874
pi+	-25	21.9652	106.559
pi+	885.282	-122.777	19565.3
mu+	826.837	-145.479	76911.4
mu+	723.594	-175.623	121473
mu+	246.641	81.5873	156404
mu+	980.87	409.004	184359
mu+	999.156	161.376	207536
mu+	647.016	563.882	226797
mu+	971.256	251.478	241867
mu+	962.065	355.086	253145
mu+	504.455	88.1571	261647
mu+	332.218	-125.288	268343
mu+	43.9709	223.45	274137
mu+	263.458	-106.854	278996
mu+	278.64	-103.685	283002
mu+	95.1658	201.516	286189
mu+	75.7887	178.611	288845
mu+	305.571	-43.4964	290877
mu+	156.85	-70.6769	292624
mu+	274.289	-62.5944	294038
mu+	260.448	158.321	295269
mu+	260.41	-58.5754	296277
mu+	142.931	-10.221	297037
mu+	139.106	-2.41993	297639
mu+	198.222	-58.1958	298100
mu+	316.531	4.57835	298472
mu+	199.199	122.259	298759
mu+	234.869	-46.3976	298991
mu+	224.232	106.908	299194
mu+	294.484	-12.127	299362
mu+	169.888	10.6911	299479
mu+	227.269	98.1359	299583
mu+	286.975	34.5446	299668
mu+	238.562	-17.635	299737
mu+	185.505	9.80799	299790
mu+	187.173	57.1868	299830
mu+	219.135	81.8164	299862
mu+	251.994	78.622	299887
mu+	269.477	58.7898	299907
mu+	272.582	38.5115	299925
mu+	266.659	22.8658	299940
mu+	256.72	13.7115	299952
mu+	247.271	8.93952	299962
mu+	238.842	7.47457	299969
mu+	231.752	8.06577	299975
mu+	226.434	9.72223	299979
mu+	222.269	11.5349	299982
mu+	219.421	13.2398	299985
mu+	217.192	14.7148	299988
mu+	215.559	16.0912	299989
mu+	214.375	17.163	299991
mu+	213.377	18.0458	299992
mu+	212.638	18.8727	299993
mu+	212.022	19.4986	299994
mu+	211.526	19.9813	299995
mu+	211.181	20.3931	299995
mu+	210.96	20.7534	299996
mu+	210.827	21.1158	299996
mu+	210.733	21.4287	299996
mu+	210.673	21.6711	299997
mu+	210.603	21.8615	299997
mu+	210.529	22.006	299997
mu+	210.52	22.0193	299997
mu+	210.52	22.0193	299997
pi-	-7.20602	-4.63105	93.29
pi-	-21.563	-12.3503	121.486
pi-	-25	-15.6453	128.64
pi-	477.735	213.108	18874.1
mu-	-70.9844	-392.284	26773.1
mu-	295.636	-1068.27	34505.9
mu-	1061.83	-909.838	42244.1
mu-	1083.17	-60.0506	50080.5
mu-	180.479	39.8117	57992
mu-	62.8298	-836.054	65819
mu-	850.735	-1039.77	73445.6
mu-	1185.26	-222.95	81235.2
mu-	256.289	73.5773	89196.3
mu-	-64.5096	-635.431	96409.3
mu-	469.916	-1163.14	103583
mu-	1152.67	-839.144	110732
mu-	1041.77	-40.6569	117901
mu-	192.059	17.0538	125091
mu-	6.02109	-830.936	132374
mu-	770.037	-1129.64	139541
mu-	1194.22	-356.475	146829
mu-	284.383	23.3165	154368
mu-	155.224	-956.25	161931
mu-	1079.12	-919.869	169269
mu-	764.691	46.5278	176904
mu-	18.1442	-696.514	184589
mu-	934.647	-1029.09	191973
mu-	919.181	-17.0401	199414
mu-	28.6756	-646.792	207200
mu-	990.797	-956.004	214558
mu-	713.494	61.8868	222081
mu-	125.529	-831.505	229677
mu-	1061.17	-314.535	237778
mu-	51.3832	-686.477	246081
mu-	1042.94	-407.458	254165
mu-	7.7969	-668.611	262404
mu-	1013.92	-370.967	270575
mu-	72.8546	-800.102	278935
mu-	864.594	-163.429	287220
mu-	415.686	-1020.74	295770
mu-	469.546	-8.72151	303906
mu-	822.316	-895.426	312327
mu-	18.9287	-439.797	320787
mu-	927.946	-258.855	329155
mu-	555.948	-974.525	337892
mu-	89.4501	-266.384	346406
mu-	58.7354	-626.051	429615
mu-	200.351	-132.416	437712
mu-	649.979	-87.3243	445820
mu-	887.949	-417.674	453932
mu-	799.63	-743.315	462118
mu-	472.513	-911.053	470164
mu-	74.4981	-688.544	477941
mu-	168.407	-144.75	485423
mu-	612.059	-61.6937	493002
mu-	886.876	-358.78	500580
mu-	815.626	-735.533	508104
mu-	395.099	-906.134	515410
mu-	187.658	-127.061	596664
mu-	865.102	-346.923	662003
mu-	355.293	-885.645	715651
mu-	282.867	-416.648	754204
mu-	321.441	-781.305	785529
mu-	591.547	-258.418	810312
mu-	458.394	-269.456	829243
mu-	745.19	-348.525	843943
mu-	287.661	-547.31	854847
mu-	707.85	-681.74	863391
mu-	313.645	-494.535	870345
mu-	530.087	-313.865	875162
mu-	369.276	-416.201	879268
mu-	712.933	-405.51	882724
mu-	653.293	-663.317	884220
pi-	8.41508	7.0654	114.038
pi-	18.3848	6.01517	155.812
pi-	19.1196	6.07538	158.546
pi-	25	7.22456	193.077
pi-	61.0092	5.24879	515
pi-	62.1141	5.31137	525
pi-	-165.923	161.131	38723.1
pi-	1928.4	2367.52	41901.8
mu-	2147.21	1485.78	45288.9
mu-	1390.74	800.541	48564.1
mu-	490.719	1160.79	51857.2
mu-	327.629	1914.88	55274.1
mu-	679.685	2466.75	58734.4
mu-	1264.17	2657.59	62218
mu-	1894.99	2391.08	65619.9
mu-	2159.97	1646.89	68951.7
mu-	1624.58	904.736	72158.7
mu-	725.115	992.24	75346.2
mu-	343.195	1613.87	78636.6
mu-	458.196	2195.94	81965.1
mu-	818.049	2543.63	85371.2
mu-	956.967	2604.12	137201
mu-	985.973	2614.22	140675
mu-	1042.92	2630.95	144050
mu-	1064.4	2636.4	147477
mu-	1075.28	2639	150882
mu-	1042	2630.57	154312
mu-	960.93	2602.96	157778
mu-	881.077	2566.42	161184
mu-	805.273	2624.12	164731
mu-	572.45	2386.02	168533
mu-	456.865	2025	172359
mu-	517.946	1668.86	176137
mu-	691.841	1419.02	179848
mu-	875.86	1292.26	183414
mu-	1044.54	1231.1	186939
mu-	1143.19	1214.94	190328
mu-	1272.6	1212.97	193766
mu-	1382.94	1229.97	197177
mu-	1485.75	1263.8	200571
mu-	1563.81	1301.95	203907
mu-	1641.54	1352.69	207190
mu-	1711.83	1411.77	210449
mu-	1784.8	1491.08	213710
mu-	1865.88	1615.64	217030
mu-	1929.65	1799.37	220413
mu-	1940.13	2020.35	223794
mu-	1865.37	2273.6	227178
mu-	1640.66	2532.59	230600
mu-	1177.16	2667.85	234158
mu-	624.944	2345.22	237816
mu-	595.846	1631.06	241455
mu-	1134.2	1254.57	245081
mu-	1586.57	1345.57	248511
mu-	1850.29	1619.46	251866
mu-	1936.64	1987.71	255211
mu-	1758.31	2417.03	258659
mu-	1193.29	2639.59	262227
mu-	578.026	2115.86	265973
mu-	1004.27	1326.84	269800
mu-	1677.6	1462.57	273403
mu-	1899.93	1968.57	276876
mu-	1587.51	2514.49	280450
mu-	795.742	2437.54	284108
mu-	854.475	1435.79	288028
mu-	1719.39	1531.14	291781
mu-	1836.29	2205.2	295321
mu-	1150.27	2596.08	298988
mu-	671.899	1710.2	302864
mu-	1657.97	1487.47	306729
mu-	1798.32	2265.16	310335
mu-	933.788	2489.87	314043
mu-	1581.66	1439.22	374059
mu-	997.134	2360.01	421760
mu-	1619.15	1687.76	463512
mu-	867.666	2033.56	496248
mu-	853.418	1958.47	522302
mu-	1538.97	2088.29	543524
mu-	1408.01	2237.05	560472
mu-	1512.76	2141.42	573699
mu-	1449.54	1746.25	574662
pi+	0.0427371	0.759801	72.7229
pi+	-0.83068	4.73114	72.64
pi+	-1.49635	7.93613	72.3586
pi+	-2.07617	10.4241	71.497
pi+	-2.33658	12.4811	70.9093
pi+	-2.36694	14.183	70.419
pi+	-2.61145	15.4553	69.817
pi+	-2.99336	16.4188	69.3906
pi+	-3.21527	17.2785	69.1989
pi+	-3.56047	17.9146	69.0455
pi+	-3.77898	18.4356	68.8928
pi+	-3.93736	18.8206	68.6824
pi+	-4.08547	19.1009	68.4834
pi+	-4.19751	19.2974	68.3098
pi+	-4.29554	19.4228	68.1446
pi+	-4.37355	19.532	68.062
pi+	-4.34155	19.5403	68.0469
pi+	-4.34108	19.5403	68.0469
pi+	-4.34108	19.5403	68.0469
pi+	-4.34108	19.5403	68.0469
mu+	-4.32149	19.4792	68.136
mu+	-4.31172	19.4735	68.142
mu+	-4.31121	19.4732	68.1426
mu+	-4.31119	19.4732	68.1426
