93,Detector1,0.586016,61.942,10.4696,563.916,9.5,3217.46
93,Detector2,8.92538,205.396,42.7137,526.613,199.5,3216.69
93,Detector2,8.93461,205.096,42.7374,526.901,199.645,3216.23
62,Detector1,0.585688,61.926,10.4688,563.773,9.5,3217.49
62,Detector2,8.81039,203.294,42.8173,528.778,199.5,3216.45
62,Detector2,8.81691,203.421,42.8342,528.104,199.603,3215.42
186,Detector1,0.58762,62.2537,10.4684,563.773,9.5,3217.38
155,Detector1,0.586201,61.9903,10.4709,564.021,9.5,3217.43
186,Detector1,0.588072,62.6351,10.4724,563.429,9.52332,3216.31
186,Detector2,8.87367,204.419,42.8401,529.1,199.5,3215.14
155,Detector1,0.601766,63.1723,10.6116,562.8,10.3028,3216.35
155,Detector2,8.93298,205.348,42.7965,528.179,199.5,3215.81
217,Detector1,0.585553,61.9715,10.4688,563.875,9.5,3217.47
217,Detector1,0.59736,62.9838,10.5757,564.319,10.1101,3216.52
217,Detector1,0.599871,62.6932,10.5982,564.766,10.2382,3216.16
217,Detector2,8.89982,204.969,42.8872,529.616,199.5,3215.84
217,Detector2,8.92918,206.814,42.963,531.367,199.96,3214.8
217,Detector2,8.94596,206.675,43.0061,529.704,200.221,3214.65
31,Detector1,0.586446,62.0795,10.4697,563.837,9.5,3217.47
279,Detector1,0.585388,61.8972,10.471,564.078,9.5,3217.43
31,Detector2,8.86108,204.552,42.8505,529.168,199.5,3216.02
279,Detector1,0.585505,61.5553,10.472,564.163,9.50604,3217.1
279,Detector2,8.80789,203.586,42.6236,525.476,199.5,3216.58
372,Detector1,0.585785,61.9803,10.4701,564.042,9.5,3217.43
310,Detector1,0.584787,61.9863,10.4701,563.955,9.5,3217.46
310,Detector2,8.9393,205.776,42.8932,529.708,199.5,3216.15
310,Detector2,8.96013,205.534,42.9468,529.363,199.825,3215.48
248,Detector1,0.585595,61.9903,10.4702,563.976,9.5,3217.45
310,Detector2,8.9733,205.264,42.9807,529.103,200.031,3214.91
EventID,Detector,X,PX,Y,PY,Z,PZ
248,Detector1,0.587928,61.2102,10.4913,562.902,9.62093,3217.28
372,Detector2,8.85624,204.293,42.8653,529.606,199.5,3216.24
434,Detector1,0.585042,61.7594,10.4692,563.627,9.5,3217.52
124,Detector1,0.583009,61.9315,10.4694,563.814,9.5,3217.47
403,Detector1,0.585214,62.1064,10.4702,563.943,9.5,3217.45
248,Detector1,0.600609,61.506,10.6073,562.762,10.284,3216.41
0,Detector1,0.586575,62.0311,10.4692,563.874,9.5,3217.47
434,Detector2,8.80631,202.915,42.6763,526.322,199.5,3217.04
403,Detector1,0.597283,63.1943,10.5793,563.649,10.1222,3216.3
124,Detector2,8.85012,204.482,42.7649,527.702,199.5,3216.41
248,Detector2,8.7943,203.639,42.8427,529.521,199.5,3215.81
0,Detector1,0.59181,62.6936,10.5167,563.77,9.77098,3213.1
434,Detector2,8.86201,202.731,42.8206,526.291,200.382,3216.01
403,Detector1,0.600017,62.8818,10.6036,563.531,10.2612,3216.02
0,Detector1,0.596238,63.7454,10.5564,562.943,9.99751,3212.85
403,Detector2,8.89649,204.868,42.8146,528.552,199.5,3215.59
0,Detector2,8.88189,204.437,42.7947,527.407,199.5,3212.4
372,Detector2,8.86737,205.249,42.8941,528.759,199.675,3215.7
465,Detector1,0.584542,61.7511,10.4705,564.132,9.5,3217.43
465,Detector1,0.588601,112.048,10.5075,564.164,9.71114,3215.67
465,Detector1,0.601449,112.164,10.5721,564.473,10.0793,3214.82
465,Detector1,0.588601,-50.7905,10.5075,-0.563631,9.71114,1.63564
465,Detector2,11.7479,251.884,42.4891,517.092,199.5,3214.31
465,Detector2,11.7586,252.633,42.5111,516.315,199.637,3214.09
465,Detector2,11.7962,252.216,42.5879,515.708,200.115,3213.56
341,Detector1,0.585609,62.0235,10.4708,564.023,9.5,3217.44
341,Detector1,0.596513,77.1401,10.5695,554.036,10.0632,3218.07
341,Detector1,0.604237,76.8551,10.6249,555.928,10.3848,3216.76
341,Detector1,0.596513,-15.1299,10.5695,11.1398,10.0632,-1.58726
341,Detector2,9.59823,215.798,42.2835,518.359,199.5,3216.24
341,Detector2,9.6024,216.049,42.2935,518.659,199.562,3215.97
341,Detector2,9.60856,216.471,42.3083,509.614,199.654,3217.3
156,Detector1,0.58604,62.1239,10.4697,563.929,9.5,3217.46
156,Detector1,0.589975,61.9445,10.5054,564.022,9.70347,3216.83
156,Detector2,8.80281,203.416,42.8992,530.137,199.5,3215.79
32,Detector1,0.584962,61.9894,10.4713,563.988,9.5,3217.45
32,Detector2,9.04626,207.559,42.9325,530.518,199.5,3215.87
32,Detector2,9.07628,207.567,43.0092,530.097,199.965,3215.32
94,Detector1,0.585151,62.0019,10.4715,564.09,9.5,3217.43
94,Detector2,8.77205,203.056,42.8204,528.932,199.5,3216.28
94,Detector2,8.77303,203.12,42.823,528.797,199.515,3216.15
94,Detector2,8.77654,202.314,42.8321,526.106,199.571,3207.97
94,Detector2,8.82571,204.615,42.9599,527.493,200.35,3206.5
280,Detector1,0.585297,61.8728,10.4706,563.929,9.5,3217.46
94,Detector2,8.82836,204.469,42.9667,526.887,200.391,3205.8
280,Detector1,0.58651,62.1548,10.4817,563.612,9.56304,3216.82
280,Detector2,8.75687,202.404,42.7116,526.844,199.5,3216.22
187,Detector1,0.586387,62.0997,10.4703,563.987,9.5,3217.45
187,Detector2,8.85421,204.147,42.8592,529.345,199.5,3216.34
187,Detector2,8.89774,203.793,42.9719,527.378,200.185,3215.83
218,Detector1,0.587734,62.135,10.4693,563.869,9.5,3217.46
218,Detector1,0.58979,62.0777,10.488,564.508,9.60636,3216.86
218,Detector1,0.596926,62.7275,10.5527,565.118,9.97508,3215.84
218,Detector2,8.90042,205.048,42.9408,530.612,199.5,3215.18
311,Detector1,0.587226,62.0149,10.4704,563.903,9.5,3217.46
311,Detector2,8.93941,205.619,42.8481,529.172,199.5,3216.09
125,Detector1,0.586335,62.2829,10.4699,564.363,9.5,3217.38
125,Detector2,8.96129,205.873,42.9287,530.394,199.5,3216.1
125,Detector2,8.98146,231.712,42.9806,517.271,199.815,3216.11
125,Detector2,8.98146,-26.0317,42.9806,13.5945,199.815,-0.388812
1,Detector1,0.586541,62.0552,10.4693,563.831,9.5,3217.48
435,Detector1,0.586979,62.0603,10.4678,563.785,9.5,3217.46
435,Detector2,8.90933,205.044,42.8901,530.041,199.5,3216.14
1,Detector2,8.83306,204.029,42.8878,530.228,199.5,3216.28
435,Detector2,8.91159,204.569,42.8959,529.808,199.535,3215.86
404,Detector1,0.586784,62.2127,10.4703,563.888,9.5,3217.47
404,Detector1,0.597317,63.3868,10.5654,563.687,10.0424,3216.02
404,Detector2,8.98351,206.422,42.8074,528.325,199.5,3215.43
466,Detector1,0.586231,61.9122,10.4698,563.889,9.5,3217.47
249,Detector1,0.586445,62.1225,10.4689,563.595,9.5,3217.51
466,Detector1,0.594413,61.5734,10.544,564.45,9.92379,3216.86
466,Detector2,8.86347,204.248,42.922,530.393,199.5,3216.07
249,Detector2,8.99565,206.436,42.6264,525.195,199.5,3216.82
249,Detector2,9.03829,207.525,42.7347,526.409,200.164,3215.12
342,Detector1,0.586334,62.0282,10.4696,563.935,9.5,3217.46
342,Detector1,0.592446,63.5418,10.525,563.166,9.81621,3216.16
342,Detector2,8.91122,205.209,42.7682,527.524,199.5,3215.51
63,Detector1,0.582377,61.7693,10.4629,563.421,9.5,3217.56
63,Detector1,0.599908,63.7541,10.6216,561.177,10.4067,3216.9
63,Detector2,8.89938,204.582,42.663,526.357,199.5,3216.61
63,Detector2,8.95292,204.003,42.8006,526.485,200.341,3215.39
95,Detector1,0.582217,61.7524,10.4712,563.974,9.5,3217.45
95,Detector2,8.82446,203.806,42.7413,527.506,199.5,3216.69
188,Detector1,0.586709,62.0982,10.4707,563.989,9.5,3217.45
188,Detector2,8.87853,204.861,42.9154,530.278,199.5,3216.11
219,Detector1,0.585134,61.8635,10.4731,564.234,9.5,3217.41
219,Detector1,0.586339,62.1364,10.4841,564.639,9.56265,3216.95
312,Detector1,0.585318,61.8453,10.4717,564.006,9.5,3217.38
312,Detector1,0.59006,62.2736,10.5149,563.696,9.74623,3217.02
312,Detector1,0.592709,61.4142,10.5388,563.351,9.88293,3216.81
312,Detector2,8.75301,202.258,42.7058,527.124,199.5,3216.45
219,Detector1,0.590103,62.2059,10.5183,564.472,9.75725,3216.66
219,Detector1,0.595681,63.3867,10.5688,565,10.045,3216.07
219,Detector2,8.96145,205.974,42.8712,528.98,199.5,3215.58
405,Detector1,0.585738,61.9185,10.4702,563.814,9.5,3217.48
405,Detector1,0.589634,61.7297,10.5056,563.376,9.70212,3217.16
405,Detector1,0.589752,61.7264,10.5067,563.059,9.70825,3217.04
405,Detector1,0.598412,35.8467,10.5854,580.563,10.158,3213.75
405,Detector1,0.598412,26.3715,10.5854,-19.0216,10.158,3.04579
405,Detector2,7.54911,183.548,44.117,553.06,199.5,3213.1
405,Detector2,7.578,182.438,44.204,553.201,200.005,3212.3
436,Detector1,0.584812,61.9119,10.4675,563.844,9.5,3217.47
436,Detector2,8.94339,205.319,42.7416,527.28,199.5,3216.58
436,Detector2,9.00472,205.51,42.8989,526.219,200.46,3215.36
157,Detector1,0.586718,62.1438,10.4692,563.924,9.5,3217.45
157,Detector1,0.603323,62.0055,10.6189,564.139,10.354,3216.08
157,Detector2,8.85943,204.454,42.8743,529.433,199.5,3215.8
126,Detector1,0.58724,61.9952,10.4664,563.632,9.5,3217.48
126,Detector1,0.604339,63.125,10.6208,561.194,10.3813,3216.83
126,Detector2,8.9133,204.905,42.6592,526.011,199.5,3216.62
126,Detector2,8.91854,205.025,42.6726,526.618,199.582,3215.95
126,Detector2,8.94393,204.31,42.7378,528.031,199.98,3215.17
250,Detector1,0.585872,61.9779,10.4717,564.032,9.5,3217.41
250,Detector2,8.9105,204.984,42.7346,527.105,199.5,3216.63
